订单号;设备ID;应付金额;实际金额;商品;支付时间;地点;状态;提现
DD201708167493866986324096881;E43A6E078A07631;6.0;6.0;86g合味道海鲜风味;2017-01-09 15:33:00;D;已出货未退款;已提现
DD201708167493867604477427516;E43A6E078A07631;5.5;5.5;103g康师傅红烧牛肉面;2017-01-09 15:44:00;D;已出货未退款;已提现
DD20170816749300878668896826662;E43A6E078A07631;5.8;5.8;205ml安慕希蓝莓味;2017-01-09 15:55:00;D;已出货未退款;已提现
DD201708167493868808272857934;E43A6E078A07631;4.5;4.5;55g奥利奥原味芝士饼干;2017-01-09 16:45:00;D;已出货未退款;已提现
DD2017060217094921F8AFF60C649;E43A6E078A07631;3.0;3.0;卫龙大面筋;2017-01-09 16:52:00;D;已出货未退款;已提现
DD201708167493868925108536219;E43A6E078A07631;3.0;3.0;80g马赛克香蕉片;2017-01-09 16:53:00;D;已出货未退款;已提现
DD201708167493869747245544475;E43A6E078A07631;4.0;4.0;20g咪咪虾条马来西亚风味;2017-01-09 17:30:00;D;已出货未退款;已提现
DD2017081721060011319DC75CC65;E43A6E078A07631;3.5;3.5;东鹏特饮;2017-01-09 17:45:00;D;已出货未退款;已提现
DD201708167493531577493377085;E43A6E078A07631;4.5;4.5;泰奇八宝粥;2017-01-09 17:45:00;D;已出货未退款;已提现
DD20170817210859168CED8E81104;E43A6E078A07631;6.0;6.0;红牛;2017-01-09 17:46:00;D;已出货未退款;已提现
DD2017081721140261656C01B756C;E43A6E078A07631;2.5;2.5;伊利优酸乳;2017-01-09 17:47:00;D;已出货未退款;已提现
DD2017081721180185829CB081C90;E43A6E078A07631;4.0;4.0;脉动;2017-01-09 17:48:00;D;已出货未退款;已提现
DD2017060217563422204E300643F;E43A6E078A07631;4.0;4.0;脉动;2017-01-09 18:05:00;D;已出货未退款;已提现
DD201708167493733009213851338;E43A6E078A07631;3.5;3.5;250ml燕塘甜牛奶;2017-01-09 18:13:00;D;已出货未退款;已提现
DD2017060217581013F9AB9E2B2F7;E43A6E078A07631;3.0;3.0;统一冰红茶;2017-01-09 18:13:00;D;已出货未退款;已提现
DD201708167493871629985017795;E43A6E078A07631;1.5;1.5;40g双汇玉米热狗肠;2017-01-09 18:19:00;D;已出货未退款;已提现
DD201708167493732977337560266;E43A6E078A07631;3.5;3.5;250ml燕塘红枣牛奶;2017-01-09 18:34:00;D;已出货未退款;已提现
DD201708172131043182E8F085C17;E43A6E078A07631;2.0;2.0;怡宝纯净水;2017-01-09 18:34:00;D;已出货未退款;已提现
DD2017081721333321B6F3597CBBB;E43A6E078A07631;4.0;4.0;银鹭八宝粥;2017-01-09 18:39:00;D;已出货未退款;已提现
DD20170817214613163F52B2D3B82;E43A6E078A07631;3.0;3.0;果粒橙;2017-01-09 18:51:00;D;已出货未退款;已提现
DD20170816749387520660787905;E43A6E078A07631;4.5;4.5;500ml加多宝;2017-01-09 21:07:00;D;已出货未退款;已提现
DD2017060222125039F1778351C7B;E43A6E078A07631;3.0;3.0;熊字饼;2017-01-09 21:08:00;D;已出货未退款;已提现
DD201708167493875349879649304;E43A6E078A07631;4.0;4.0;75g新麦潮天然酵母面包（北海道牛奶风味）;2017-01-09 21:09:00;D;已出货未退款;已提现
DD201708167493875399309786933;E43A6E078A07631;1.6;1.6;2g韩国海牌海苔;2017-01-09 21:11:00;D;已出货未退款;已提现
DD201706022352531353F1F916089;E43A6E078A07631;3.5;3.5;东鹏特饮;2017-01-09 21:12:00;D;已出货未退款;已提现
DD201708167493875724559775041;E43A6E078A07631;3.2;3.2;20g马来西亚风味咪咪蟹味粒0219;2017-01-09 21:23:00;D;已出货未退款;已提现
DD201708167493875767343476216;E43A6E078A07631;4.5;4.5;78g卫龙亲嘴语辣条;2017-01-09 21:24:00;D;已出货未退款;已提现
DD201708167493875903282878925;E43A6E078A07631;1.6;1.6;2g韩国海牌海苔;2017-01-09 21:28:00;D;已出货未退款;已提现
DD20170816749387640886807317;E43A6E078A07631;4.5;4.5;150g洽洽原香瓜子;2017-01-09 21:51:00;D;已出货未退款;已提现
DD201708167493876476076174478;E43A6E078A07631;2.0;2.0;5片装益达绿箭口香糖;2017-01-09 21:52:00;D;已出货未退款;已提现
DD201708167493876683337727126;E43A6E078A07631;6.0;6.0;86g合味道海鲜风味;2017-01-09 21:55:00;D;已出货未退款;已提现
DD201708167493877572381812332;E43A6E078A07631;4.5;4.5;250ml维他柠檬茶;2017-01-09 23:14:00;D;已出货未退款;已提现
DD201708167493877834246935842;E43A6E078A07631;1.5;1.5;劲仔小鱼（麻辣味）;2017-01-09 23:36:00;D;已出货未退款;已提现
DD201708167493878559964443865;E43A6E078A07631;5.5;5.5;268ml雀巢咖啡丝滑拿铁;2017-01-10 00:14:00;D;已出货未退款;已提现
DD20170818131226406C560B7DF9D;E43A6E078A07631;3.0;3.0;伊利纯牛奶;2017-01-10 00:15:00;D;已出货未退款;已提现
DD2017060308590829639F55A02F9;E43A6E078A07631;3.0;3.0;果粒橙;2017-01-10 00:16:00;D;已出货未退款;已提现
DD201708167493879669260357067;E43A6E078A07631;3.0;3.0;250ml维他原味豆奶;2017-01-10 00:30:00;D;已出货未退款;已提现
DD201708167493880112777603204;E43A6E078A07631;4.0;4.0;55g奥利奥原味芝士饼干;2017-01-10 00:52:00;D;已出货未退款;已提现
DD20170818143620613C6F99194CF;E43A6E078A07631;3.0;3.0;雪碧最新款;2017-01-10 05:15:00;D;已出货未退款;已提现
DD2017060310044259A385F9D332C;E43A6E078A07631;4.0;4.0;王老吉（罐）;2017-01-10 05:32:00;D;已出货未退款;已提现
DD201706031005251977E8DF2EE39;E43A6E078A07631;3.5;3.5;阿萨姆奶茶;2017-01-10 06:44:00;D;已出货未退款;已提现
DD20170603102027719BFD32BA569;E43A6E078A07631;4.0;4.0;阿萨姆奶茶;2017-01-10 07:43:00;D;已出货未退款;已提现
DD201708167493882098879519246;E43A6E078A07631;6.5;6.5;430g泰奇八宝粥;2017-01-10 07:44:00;D;已出货未退款;已提现
DD201708167493882383240852062;E43A6E078A07631;6.0;6.0;370g泰奇八宝粥;2017-01-10 07:50:00;D;已出货未退款;已提现
DD201708167493882746545066631;E43A6E078A07631;4.5;4.5;600ml可口可乐;2017-01-10 08:01:00;D;已出货未退款;已提现
DD201708167493883648861052374;E43A6E078A07631;5.5;5.5;480ml小茗同学冷泡青柠红茶;2017-01-10 08:48:00;D;已出货未退款;已提现
DD201708167493883909425035026;E43A6E078A07631;4.5;4.5;600ml脉动青柠;2017-01-10 09:06:00;D;已出货未退款;已提现
DD201706031109477181A31172246;E43A6E078A07631;2.0;2.0;凤爪;2017-01-10 09:15:00;D;已出货未退款;已提现
DD201708167493886439773811133;E43A6E078A07631;4.5;4.5;250ml燕塘甜牛奶;2017-01-10 11:00:00;D;已出货未退款;已提现
DD20170816749388704201070713;E43A6E078A07631;4.5;4.5;250ml燕塘甜牛奶;2017-01-10 11:50:00;D;已出货未退款;已提现
DD2017060312394286817AD71C5C3;E43A6E078A07631;4.0;4.0;营养快线;2017-01-10 11:52:00;D;已出货未退款;已提现
DD201708167493887154738117445;E43A6E078A07631;3.5;3.5;维他原味豆奶;2017-01-10 12:00:00;D;已出货未退款;已提现
DD20170603132036546F60F2FC181;E43A6E078A07631;3.0;3.0;百事可乐500ml;2017-01-10 12:04:00;D;已出货未退款;已提现
DD201708167493887281007487167;E43A6E078A07631;4.0;4.0;55g奥利奥原味芝士饼干;2017-01-10 12:06:00;D;已出货未退款;已提现
DD2017081816070074A93DE4B63BC;E43A6E078A07631;4.0;4.0;王老吉（500ml）;2017-01-10 12:09:00;D;已出货未退款;已提现
DD2017060313434952BD9784A1038;E43A6E078A07631;2.0;2.0;凤爪;2017-01-10 12:13:00;D;已出货未退款;已提现
DD201708167493887759899387949;E43A6E078A07631;3.0;3.0;58g丽芝士纳宝帝奶酪威化饼干;2017-01-10 12:47:00;D;已出货未退款;已提现
DD20170816749300907199007857861;E43A6E078A07631;4.5;4.5;180ml雀巢咖啡罐装;2017-01-10 12:59:00;D;已出货未退款;已提现
DD201708167493888158259797972;E43A6E078A07631;4.5;4.5;78g卫龙亲嘴语辣条;2017-01-10 13:26:00;D;已出货未退款;已提现
DD201706031436551128698B95F76;E43A6E078A07631;3.5;3.5;王老吉（罐）;2017-01-10 13:29:00;D;已出货未退款;已提现
DD201708167493888788536833085;E43A6E078A07631;1.8;1.8;32g卫龙亲嘴烧;2017-01-10 13:50:00;D;已出货未退款;已提现
DD20170603144704101F9628B2EC9;E43A6E078A07631;4.5;4.5;口味王槟榔（绿）;2017-01-10 14:05:00;D;已出货未退款;已提现
DD20170816749388941315968355;E43A6E078A07631;3.5;3.5;维他柠檬茶;2017-01-10 14:41:00;D;已出货未退款;已提现
DD201708167493890061128138297;E43A6E078A07631;4.5;4.5;250ml燕塘红枣牛奶;2017-01-10 15:22:00;D;已出货未退款;已提现
DD201708167493890285875962902;E43A6E078A07631;5.0;5.0;30g无穷农场盐_鸡蛋;2017-01-10 15:23:00;D;已出货未退款;已提现
DD201708167493890904839213547;E43A6E078A07631;1.5;1.5;40g双汇玉米热狗肠;2017-01-10 15:42:00;D;已出货未退款;已提现
DD201708167493891113520834601;E43A6E078A07631;2.0;2.0;85g新麦潮北海道吐司;2017-01-10 15:44:00;D;已出货未退款;已提现
DD201708167493891295985714206;E43A6E078A07631;3.5;3.5;85g新麦潮手撕面包（提子味）;2017-01-10 15:52:00;D;已出货未退款;已提现
DD201708167493893283555715537;E43A6E078A07631;4.5;4.5;250ml燕塘原味酸奶;2017-01-10 17:05:00;D;已出货未退款;已提现
DD201708167493893978985156396;E43A6E078A07631;1.8;1.8;32g卫龙亲嘴烧;2017-01-10 17:29:00;D;已出货未退款;已提现
DD2017060317082667820AFA95991;E43A6E078A07631;1.0;1.0;香豆干;2017-01-10 17:33:00;D;已出货未退款;已提现
DD20170603172818633BBD57EAC20;E43A6E078A07631;3.0;3.0;美年达（罐）;2017-01-10 17:36:00;D;已出货未退款;已提现
DD20170818180110412A8EBC72567;E43A6E078A07631;4.0;4.0;脉动;2017-01-10 17:40:00;D;已出货未退款;已提现
DD201708167493895179095937955;E43A6E078A07631;4.0;4.0;450ml美汁源果粒橙;2017-01-10 17:46:00;D;已出货未退款;已提现
DD201708167493895264105176968;E43A6E078A07631;4.5;4.5;40g乐事薯片黄瓜味;2017-01-10 17:50:00;D;已出货未退款;已提现
DD2017060318032928148890D0272;E43A6E078A07631;3.0;3.0;可口可乐最新款;2017-01-10 17:52:00;D;已出货未退款;已提现
DD201708167493895578547327397;E43A6E078A07631;3.5;3.5;500ml统一冰糖雪梨;2017-01-10 17:53:00;D;已出货未退款;已提现
DD201708167493895988584574532;E43A6E078A07631;1.2;1.2;10g卫龙亲嘴烧香辣味;2017-01-10 18:05:00;D;已出货未退款;已提现
DD20170603181351431A107290BDB;E43A6E078A07631;2.0;2.0;怡宝纯净水;2017-01-10 18:19:00;D;已出货未退款;已提现
DD20170603182350157A3DC55678B;E43A6E078A07631;2.0;2.0;怡宝纯净水;2017-01-10 18:21:00;D;已出货未退款;已提现
DD201708167493896698610621353;E43A6E078A07631;1.6;1.6;2g韩国海牌海苔;2017-01-10 18:35:00;D;已出货未退款;已提现
DD201708167493897233873754719;E43A6E078A07631;3.0;3.0;250ml维他原味豆奶;2017-01-10 18:52:00;D;已出货未退款;已提现
DD201708167493897556422510103;E43A6E078A07631;6.5;6.5;430g泰奇八宝粥;2017-01-10 19:11:00;D;已出货未退款;已提现
DD201708167493897763424456955;E43A6E078A07631;4.5;4.5;85g嘉士利果乐果香夹心饼干蓝莓味;2017-01-10 19:15:00;D;已出货未退款;已提现
DD201706031941234735CAEF789FE;E43A6E078A07631;3.0;3.0;统一冰红茶;2017-01-10 19:18:00;D;已出货未退款;已提现
DD201708167493898690575201954;E43A6E078A07631;4.5;4.5;150g洽洽原香瓜子;2017-01-10 19:46:00;D;已出货未退款;已提现
DD201708167493899117604873086;E43A6E078A07631;3.0;3.0;40g双汇玉米热狗肠;2017-01-10 19:48:00;D;已出货未退款;已提现
DD2017060320160971C7721C0AC7F;E43A6E078A07631;4.5;4.5;脉动;2017-01-10 19:58:00;D;已出货未退款;已提现
DD201708167493899625340942317;E43A6E078A07631;4.5;4.5;85g嘉士利果乐果香夹心饼干蓝莓味;2017-01-10 20:08:00;D;已出货未退款;已提现
DD201706032112564080AF7325A93;E43A6E078A07631;3.0;3.0;印尼芝士威化饼干;2017-01-10 20:21:00;D;已出货未退款;已提现
DD201708167493901628098444503;E43A6E078A07631;4.0;4.0;85g新麦潮北海道吐司;2017-01-10 21:14:00;D;已出货未退款;已提现
DD201708167493901727325049543;E43A6E078A07631;1.5;1.5;12g劲仔小鱼麻辣味;2017-01-10 21:17:00;D;已出货未退款;已提现
DD201708167493902236980701697;E43A6E078A07631;2.5;2.5;250ml王老吉盒装;2017-01-10 21:36:00;D;已出货未退款;已提现
DD201708167493902605403751907;E43A6E078A07631;6.5;6.5;91g徐福记凤梨酥;2017-01-10 21:43:00;D;已出货未退款;已提现
DD201706040059372899B64907463;E43A6E078A07631;4.5;4.5;口味王槟榔（绿）;2017-01-10 22:17:00;D;已出货未退款;已提现
DD201708167493905303246219713;E43A6E078A07631;4.5;4.5;250ml燕塘原味酸奶;2017-01-10 22:45:00;D;已出货未退款;已提现
DD201708167493906165443756169;E43A6E078A07631;6.0;6.0;480ml小茗同学冷泡溜溜哒茶;2017-01-10 23:21:00;D;已出货未退款;已提现
DD201708167493906190631302258;E43A6E078A07631;1.6;1.6;20g咪咪虾条马来西亚风味;2017-01-10 23:22:00;D;已出货未退款;已提现
DD201708167493906517926478201;E43A6E078A07631;1.5;1.5;45g双汇泡面拍挡;2017-01-10 23:25:00;D;已出货未退款;已提现
DD201708167493907576657335846;E43A6E078A07631;4.5;4.5;65g卫龙亲嘴豆皮;2017-01-10 23:38:00;D;已出货未退款;已提现
DD201708167493908375814586715;E43A6E078A07631;2.5;2.5;30g无穷农场盐_鸡蛋;2017-01-11 00:27:00;D;已出货未退款;已提现
DD201708167493909548133933425;E43A6E078A07631;4.0;4.0;55g奥利奥原味芝士饼干;2017-01-11 02:24:00;D;已出货未退款;已提现
DD20170816749390964740553871;E43A6E078A07631;4.5;4.5;250ml燕塘红枣牛奶;2017-01-11 02:34:00;D;已出货未退款;已提现
DD2017060408285740B219CCB5F13;E43A6E078A07631;3.5;3.5;阿萨姆奶茶;2017-01-11 02:40:00;D;已出货未退款;已提现
DD201708167493910731062952431;E43A6E078A07631;6.0;6.0;86g合味道海鲜风味;2017-01-11 04:22:00;D;已出货未退款;已提现
DD201706040851006599CC234B882;E43A6E078A07631;4.0;4.0;脉动;2017-01-11 04:33:00;D;已出货未退款;已提现
DD201708167493912005540778211;E43A6E078A07631;4.5;4.5;55g奥利奥原味芝士饼干;2017-01-11 07:16:00;D;已出货未退款;已提现
DD201708167493912161920477474;E43A6E078A07631;1.5;1.5;40g双汇玉米热狗肠;2017-01-11 07:32:00;D;已出货未退款;已提现
DD201708167493912321070612195;E43A6E078A07631;3.0;3.0;250ml维他柠檬茶;2017-01-11 07:33:00;D;已出货未退款;已提现
DD201708167493912612898462791;E43A6E078A07631;1.6;1.6;2g韩国海牌海苔;2017-01-11 07:38:00;D;已出货未退款;已提现
DD201708310211414828743577C0B;E43A6E078A07631;2.5;2.5;雪碧最新款;2017-01-13 15:35:00;D;已出货未退款;已提现
DD201708167493682323795309392;E43A6E078A07631;4.5;4.5;68g好丽友巧克力派2枚;2017-01-15 22:38:00;D;已出货未退款;已提现
DD201708167493682313314863298;E43A6E078A07631;2.5;2.5;145ml旺仔牛奶盒装;2017-01-16 14:28:00;D;已出货未退款;已提现
DD2017081674930178413542933905;E43A6E078A07631;2.5;2.5;无穷农场盐_鸡蛋;2017-01-16 16:17:00;D;已出货未退款;已提现
DD2017081674930183588932338084;E43A6E078A07631;5.5;5.5;85g统一老坛酸菜牛肉面;2017-01-16 17:34:00;D;已出货未退款;已提现
DD201708167493955531054308226;E43A6E078A07631;4.0;4.0;尖叫;2017-01-16 17:46:00;D;已出货未退款;已提现
DD201708167493955792788277747;E43A6E078A07631;3.5;3.5;东鹏特饮;2017-01-16 17:47:00;D;已出货未退款;已提现
DD2017081674930202881223625563;E43A6E078A07631;3.0;3.0;250ml维他原味豆奶;2017-01-17 10:23:00;D;已出货未退款;已提现
DD2017052616010781DE63746365A;E43A6E078A07631;4.5;4.5;口味王槟榔（绿）;2017-01-20 18:02:00;D;已出货未退款;已提现
