订单号;设备ID;应付金额;实际金额;商品;支付时间;地点;状态;提现
DD20170816749300534426881343763;E43A6E078A04172;5.5;5.5;205g伊利安慕希原味;2017-01-05 18:51:00;A;已出货未退款;已提现
DD20170816749300611174425309235;E43A6E078A04172;4.5;4.5;80g四洲粟一烧烧烤味;2017-01-06 14:02:00;A;已出货未退款;已提现
DD20170816749300614029741880517;E43A6E078A04172;3.5;3.5;维他奶黑豆奶饮品;2017-01-06 14:58:00;A;已出货未退款;已提现
DD201708167493682994064320077;E43A6E078A04172;6.0;6.0;86g合味道海鲜风味;2017-01-06 22:34:00;A;已出货未退款;已提现
DD2017081674930696695888931413;E43A6E078A04172;3.5;3.5;250ml燕塘原味酸奶;2017-01-07 09:02:00;A;已出货未退款;已提现
DD2017081674930076770654029149;E43A6E078A04172;4.0;4.0;450ml美汁源果粒橙;2017-01-08 12:09:00;A;已出货未退款;已提现
DD20170816749300778398135196323;E43A6E078A04172;5.0;5.0;500ml统一阿萨姆奶茶;2017-01-08 12:36:00;A;已出货未退款;已提现
DD20170816749300784316624642422;E43A6E078A04172;6.0;6.0;250ml维他奶低糖原味;2017-01-08 12:47:00;A;已出货未退款;已提现
DD20170816749368291864635726;E43A6E078A04172;6.0;6.0;13g无穷烤鸡小腿蜂蜜味;2017-01-08 13:05:00;A;已出货未退款;已提现
DD201708167493668955425951654;E43A6E078A04172;2.0;2.0;85g新麦潮北海道吐司;2017-01-08 15:54:00;A;已出货未退款;已提现
DD2017060120342069B41A466BA7E;E43A6E078A04172;4.5;4.5;芙蓉王;2017-01-08 19:57:00;A;已出货未退款;已提现
DD201708167493845500463961625;E43A6E078A04172;5.5;5.5;268ml雀巢咖啡丝滑拿铁;2017-01-08 20:04:00;A;已出货未退款;已提现
DD2017081621352090B0418A99ED7;E43A6E078A04172;1.5;1.5;鸭翅;2017-01-08 20:13:00;A;已出货未退款;已提现
DD20170816749384668893270771;E43A6E078A04172;5.5;5.5;205g伊利安慕希原味;2017-01-08 20:17:00;A;已出货未退款;已提现
DD2017060216111640FAFF316059C;E43A6E078A04172;6.0;6.0;红牛;2017-01-08 20:19:00;A;已出货未退款;已提现
DD201708162209439686672F334A5;E43A6E078A04172;2.0;2.0;怡宝纯净水;2017-01-08 20:23:00;A;已出货未退款;已提现
DD2017081623403033E3EB4233894;E43A6E078A04172;3.0;3.0;果粒橙;2017-01-08 20:42:00;A;已出货未退款;已提现
DD201708167493848258789431446;E43A6E078A04172;2.5;2.5;无穷农场盐_鸡蛋;2017-01-08 20:48:00;A;已出货未退款;已提现
DD201708167493848317297815434;E43A6E078A04172;4.5;4.5;40g呀土豆薯片滋香烤鸡味;2017-01-08 20:55:00;A;已出货未退款;已提现
DD201708167493849176273799289;E43A6E078A04172;3.0;3.0;250ml维他柠檬茶;2017-01-08 21:06:00;A;已出货未退款;已提现
DD201708167493849337984472767;E43A6E078A04172;2.5;2.5;30g无穷农场盐_鸡蛋;2017-01-08 21:07:00;A;已出货未退款;已提现
DD20170601235936895056B645BA0;E43A6E078A04172;4.0;4.0;阿萨姆奶茶;2017-01-08 21:16:00;A;已出货未退款;已提现
DD201708167493849545223043555;E43A6E078A04172;4.5;4.5;85g嘉士利果乐果香夹心饼干蓝莓味;2017-01-08 21:20:00;A;已出货未退款;已提现
DD201708170329342166182F9E6E6;E43A6E078A04172;4.0;4.0;营养快线;2017-01-08 21:21:00;A;已出货未退款;已提现
DD201708167493849668133244877;E43A6E078A04172;5.0;5.0;85g统一老坛酸菜牛肉面;2017-01-08 21:23:00;A;已出货未退款;已提现
DD2017060204030888D5E335DE49B;E43A6E078A04172;3.0;3.0;雪碧最新款;2017-01-08 21:24:00;A;已出货未退款;已提现
DD2017060205265595FBDC365D9CE;E43A6E078A04172;3.5;3.5;东鹏特饮;2017-01-08 21:26:00;A;已出货未退款;已提现
DD201708167493849726526063274;E43A6E078A04172;1.8;1.8;32g卫龙亲嘴烧;2017-01-08 21:31:00;A;已出货未退款;已提现
DD2017081674938497972051053;E43A6E078A04172;4.8;4.8;诗竹竹纤维面巾纸;2017-01-08 21:32:00;A;已出货未退款;已提现
DD201708167493849964341770263;E43A6E078A04172;0.8;0.8;20g咪咪虾条马来西亚风味;2017-01-08 21:43:00;A;已出货未退款;已提现
DD201708167493849997234419398;E43A6E078A04172;2.0;2.0;85g新麦潮北海道吐司;2017-01-08 21:44:00;A;已出货未退款;已提现
DD201708167493850596336153984;E43A6E078A04172;6.5;6.5;70g乐事薯片原味;2017-01-08 21:53:00;A;已出货未退款;已提现
DD20170602074901664BBC0CAA20C;E43A6E078A04172;3.0;3.0;卫龙大面筋;2017-01-08 21:56:00;A;已出货未退款;已提现
DD201708167493851137095860395;E43A6E078A04172;4.5;4.5;260g马来西亚进口茱蒂丝口口香饼干;2017-01-08 22:42:00;A;已出货未退款;已提现
DD201708167493851375071662282;E43A6E078A04172;2.5;2.5;30g无穷农场盐_鸡蛋;2017-01-08 22:46:00;A;已出货未退款;已提现
DD201708167493852728736703542;E43A6E078A04172;2.5;2.5;30g无穷农场盐_鸡蛋;2017-01-08 23:14:00;A;已出货未退款;已提现
DD201708167493852817849135021;E43A6E078A04172;5.0;5.0;500ml统一阿萨姆奶茶;2017-01-08 23:24:00;A;已出货未退款;已提现
DD201708167493853311020297833;E43A6E078A04172;4.5;4.5;500ml加多宝;2017-01-08 23:35:00;A;已出货未退款;已提现
DD201708167493853341888124089;E43A6E078A04172;6.5;6.5;430g泰奇八宝粥;2017-01-09 00:03:00;A;已出货未退款;已提现
DD201708167493853558494654279;E43A6E078A04172;4.0;4.0;55g奥利奥原味芝士饼干;2017-01-09 00:06:00;A;已出货未退款;已提现
DD2017060208524593229F73E6CF0;E43A6E078A04172;3.0;3.0;果粒橙;2017-01-09 00:07:00;A;已出货未退款;已提现
DD201708167493854275314353149;E43A6E078A04172;6.0;6.0;86g合味道海鲜风味;2017-01-09 00:19:00;A;已出货未退款;已提现
DD201708167493854706408608815;E43A6E078A04172;4.5;4.5;50g上好佳日式鱼果;2017-01-09 00:21:00;A;已出货未退款;已提现
DD201708167493854798080245479;E43A6E078A04172;4.5;4.5;50g双层百力滋奶咖味;2017-01-09 00:34:00;A;已出货未退款;已提现
DD201708167493854947076212957;E43A6E078A04172;6.5;6.5;250ml红牛;2017-01-09 02:06:00;A;已出货未退款;已提现
DD201706020934184207A7F9A989D;E43A6E078A04172;3.0;3.0;统一冰红茶;2017-01-09 02:44:00;A;已出货未退款;已提现
DD20170602094229407C0BDD6042D;E43A6E078A04172;3.0;3.0;果粒橙;2017-01-09 03:08:00;A;已出货未退款;已提现
DD201708167493856496686844142;E43A6E078A04172;1.5;1.5;45g双汇泡面拍挡;2017-01-09 05:01:00;A;已出货未退款;已提现
DD201708167493857089796908463;E43A6E078A04172;4.5;4.5;燕塘红枣牛奶;2017-01-09 07:39:00;A;已出货未退款;已提现
DD201708167493859082120630355;E43A6E078A04172;4.5;4.5;500ml农夫果园 (芒果+菠萝+番石榴);2017-01-09 08:57:00;A;已出货未退款;已提现
DD201708167493859310832290719;E43A6E078A04172;4.5;4.5;85g嘉士利果乐果香夹心饼干蓝莓味;2017-01-09 09:02:00;A;已出货未退款;已提现
DD2017060211552243786A8E9C71C;E43A6E078A04172;3.0;3.0;可口可乐最新款;2017-01-09 09:46:00;A;已出货未退款;已提现
DD201708167493861328814413113;E43A6E078A04172;2.0;2.0;10g越南LIPO奶味面包干;2017-01-09 10:45:00;A;已出货未退款;已提现
DD201708167493861416383853837;E43A6E078A04172;3.0;3.0;30g元朗小蛋卷;2017-01-09 10:46:00;A;已出货未退款;已提现
DD201708167493861435405602277;E43A6E078A04172;6.0;6.0;330ml伊利畅意乳酸菌原味;2017-01-09 11:11:00;A;已出货未退款;已提现
DD201708167493862134624677586;E43A6E078A04172;4.5;4.5;雀巢咖啡;2017-01-09 11:59:00;A;已出货未退款;已提现
DD201708167493530861468619957;E43A6E078A04172;4.5;4.5;188g澳门永辉鸡仔饼;2017-01-09 12:04:00;A;已出货未退款;已提现
DD2017060212200533BCC603F95DB;E43A6E078A04172;4.0;4.0;阿萨姆奶茶;2017-01-09 12:04:00;A;已出货未退款;已提现
DD201706021221242380913114B9E;E43A6E078A04172;6.0;6.0;红牛;2017-01-09 12:06:00;A;已出货未退款;已提现
DD201708167493862350870896348;E43A6E078A04172;6.0;6.0;370g泰奇八宝粥;2017-01-09 12:08:00;A;已出货未退款;已提现
DD201708167493862716111257137;E43A6E078A04172;4.5;4.5;20g咪咪虾条马来西亚风味;2017-01-09 12:16:00;A;已出货未退款;已提现
DD2017060213081977744F450E944;E43A6E078A04172;1.5;1.5;鸭翅;2017-01-09 12:19:00;A;已出货未退款;已提现
DD2017060213103972137EC98E000;E43A6E078A04172;4.0;4.0;乐虎（380ml）;2017-01-09 12:20:00;A;已出货未退款;已提现
DD201706021404496568BD56AE236;E43A6E078A04172;2.5;2.5;凤爪;2017-01-09 12:23:00;A;已出货未退款;已提现
DD201706021416417110247BAA9BD;E43A6E078A04172;3.0;3.0;果粒橙;2017-01-09 13:08:00;A;已出货未退款;已提现
DD201708167493864006353624102;E43A6E078A04172;3.0;3.0;250ml维他柠檬茶;2017-01-09 13:27:00;A;已出货未退款;已提现
DD201708167493864884674362417;E43A6E078A04172;3.0;3.0;250ml维他柠檬茶;2017-01-09 13:47:00;A;已出货未退款;已提现
DD201708167493865691815835382;E43A6E078A04172;4.0;4.0;新麦潮天然酵母面包;2017-01-09 14:12:00;A;已出货未退款;已提现
DD201706021503191936FCF44028D;E43A6E078A04172;3.5;3.5;东鹏特饮;2017-01-09 14:47:00;A;已出货未退款;已提现
DD201708167493866168268517266;E43A6E078A04172;3.0;3.0;58g丽芝士纳宝帝奶酪威化饼干;2017-01-09 15:03:00;A;已出货未退款;已提现
DD2017060216200084DD3C7632E9B;E43A6E078A04172;3.0;3.0;百事可乐500ml;2017-01-09 15:17:00;A;已出货未退款;已提现
DD201708167493866609854730734;E43A6E078A04172;6.0;6.0;330ml伊利畅意乳酸菌原味;2017-01-09 15:24:00;A;已出货未退款;已提现
DD2017060216342597918E2D25603;E43A6E078A04172;4.5;4.5;脉动;2017-01-09 15:30:00;A;已出货未退款;已提现
DD20170602163741118535A52A56E;E43A6E078A04172;1.5;1.5;香脆肠;2017-01-09 15:32:00;A;已出货未退款;已提现
DD201708167493867099990764535;E43A6E078A04172;1.5;1.5;40g双汇玉米热狗肠;2017-01-09 15:38:00;A;已出货未退款;已提现
DD20170816749300882436594455082;E43A6E078A04172;1.5;1.5;40g双汇玉米热狗肠;2017-01-09 16:22:00;A;已出货未退款;已提现
DD201708167493276236363955109;E43A6E078A04172;2.5;2.5;58g丽芝士纳宝帝奶酪威化饼干;2017-01-09 16:25:00;A;已出货未退款;已提现
DD20170817200113922F2323CDF56;E43A6E078A04172;1.5;1.5;鸭翅;2017-01-09 16:25:00;A;已出货未退款;已提现
DD201708167493531487811511337;E43A6E078A04172;5.5;5.5;268ml雀巢咖啡丝滑拿铁;2017-01-09 16:38:00;A;已出货未退款;已提现
DD2017081720020667898DDF1955D;E43A6E078A04172;1.5;1.5;鸭翅;2017-01-09 16:38:00;A;已出货未退款;已提现
DD201708167493868670152163876;E43A6E078A04172;1.5;1.5;12g劲仔小鱼卤香味;2017-01-09 16:39:00;A;已出货未退款;已提现
DD201706021715009861AF91ED470;E43A6E078A04172;3.5;3.5;东鹏特饮;2017-01-09 17:16:00;A;已出货未退款;已提现
DD201708167493869217472362543;E43A6E078A04172;6.0;6.0;86g合味道海鲜风味;2017-01-09 17:17:00;A;已出货未退款;已提现
DD201708167493869377985697984;E43A6E078A04172;4.5;4.5;250ML东鹏特饮;2017-01-09 17:18:00;A;已出货未退款;已提现
DD2017060217250962C09E0F483D5;E43A6E078A04172;3.0;3.0;伊利纯牛奶;2017-01-09 17:26:00;A;已出货未退款;已提现
DD2017081720340554E25CFFBE57F;E43A6E078A04172;4.0;4.0;银鹭八宝粥;2017-01-09 17:34:00;A;已出货未退款;已提现
DD201708167493870303785331698;E43A6E078A04172;3.0;3.0;40g双汇玉米热狗肠;2017-01-09 17:36:00;A;已出货未退款;已提现
DD2017081720445848C3EDCD0B035;E43A6E078A04172;4.0;4.0;王老吉（500ml）;2017-01-09 17:40:00;A;已出货未退款;已提现
DD201708167493870674648869253;E43A6E078A04172;3.5;3.5;维他奶黑豆奶饮品;2017-01-09 17:52:00;A;已出货未退款;已提现
DD201708167493871004548229048;E43A6E078A04172;1.5;1.5;40g双汇玉米热狗肠;2017-01-09 17:55:00;A;已出货未退款;已提现
DD2017081721194985E16C9FD1715;E43A6E078A04172;4.0;4.0;王老吉（500ml）;2017-01-09 18:05:00;A;已出货未退款;已提现
DD20170817212228723395FBB424F;E43A6E078A04172;4.0;4.0;阿萨姆奶茶;2017-01-09 18:13:00;A;已出货未退款;已提现
DD201708167493871412886233867;E43A6E078A04172;4.5;4.5;450ml美汁源果粒橙;2017-01-09 18:16:00;A;已出货未退款;已提现
DD201708167493872323867459236;E43A6E078A04172;3.0;3.0;40g双汇玉米热狗肠;2017-01-09 19:04:00;A;已出货未退款;已提现
DD20170816749387471195431924;E43A6E078A04172;4.5;4.5;无穷农场盐_鸡蛋;2017-01-09 20:55:00;A;已出货未退款;已提现
DD201706022010025141E1458465E;E43A6E078A04172;3.0;3.0;雪碧（500ml）;2017-01-09 20:56:00;A;已出货未退款;已提现
DD201708167493532617183949073;E43A6E078A04172;4.0;4.0;450ml美汁源果粒橙;2017-01-09 20:59:00;A;已出货未退款;已提现
DD2017081801480622C4F982D9BFA;E43A6E078A04172;1.0;1.0;小鱼仔;2017-01-09 20:59:00;A;已出货未退款;已提现
DD2017060221540227B80D48799B7;E43A6E078A04172;4.5;4.5;芙蓉王;2017-01-09 21:08:00;A;已出货未退款;已提现
DD2017060300053145CDABCB3D464;E43A6E078A04172;2.0;2.0;怡宝纯净水;2017-01-09 21:13:00;A;已出货未退款;已提现
DD201706030304461422C5D490534;E43A6E078A04172;2.0;2.0;怡宝纯净水;2017-01-09 21:27:00;A;已出货未退款;已提现
DD2017060303051647EA11A3B57D7;E43A6E078A04172;4.0;4.0;脉动;2017-01-09 21:29:00;A;已出货未退款;已提现
DD2017060303053965A9AE0053A44;E43A6E078A04172;3.0;3.0;可口可乐最新款;2017-01-09 21:31:00;A;已出货未退款;已提现
DD201708167493876204704955185;E43A6E078A04172;4.5;4.5;50g上好佳日式鱼果;2017-01-09 21:35:00;A;已出货未退款;已提现
DD20170603030816414BEDBB01899;E43A6E078A04172;3.5;3.5;冰糖雪梨;2017-01-09 21:37:00;A;已出货未退款;已提现
DD2017060303100287D7342ABFDA5;E43A6E078A04172;3.0;3.0;雪碧（500ml）;2017-01-09 21:39:00;A;已出货未退款;已提现
DD201706030354405742E1767138A;E43A6E078A04172;4.0;4.0;阿萨姆奶茶;2017-01-09 21:46:00;A;已出货未退款;已提现
DD201708167493876566524548785;E43A6E078A04172;2.5;2.5;30g无穷农场盐_鸡蛋;2017-01-09 21:53:00;A;已出货未退款;已提现
DD201708167493876732375105309;E43A6E078A04172;4.5;4.5;50g上好佳田园薯片番茄味;2017-01-09 22:06:00;A;已出货未退款;已提现
DD201708167493876808544166727;E43A6E078A04172;4.5;4.5;600ml脉动青柠;2017-01-09 22:13:00;A;已出货未退款;已提现
DD2017060304473852C3E58130350;E43A6E078A04172;3.0;3.0;百事可乐500ml;2017-01-09 23:13:00;A;已出货未退款;已提现
DD2017060305151453A01B98273D4;E43A6E078A04172;4.0;4.0;阿萨姆奶茶;2017-01-09 23:33:00;A;已出货未退款;已提现
DD20170603060850510C538C80450;E43A6E078A04172;4.0;4.0;阿萨姆奶茶;2017-01-09 23:37:00;A;已出货未退款;已提现
DD201708167493878483792850682;E43A6E078A04172;1.5;1.5;钙芝奶酪味高钙威化饼干;2017-01-10 00:09:00;A;已出货未退款;已提现
DD20170603075457517D27D502A2A;E43A6E078A04172;4.0;4.0;脉动;2017-01-10 00:15:00;A;已出货未退款;已提现
DD2017060309150812C9972D7D787;E43A6E078A04172;4.5;4.5;口味王槟榔（红）;2017-01-10 00:22:00;A;已出货未退款;已提现
DD2017081674938799423297747;E43A6E078A04172;4.5;4.5;250ml燕塘甜牛奶;2017-01-10 00:34:00;A;已出货未退款;已提现
DD20170816749388030145735354;E43A6E078A04172;2.0;2.0;75g新麦潮天然酵母面包（北海道牛奶风味）;2017-01-10 01:10:00;A;已出货未退款;已提现
DD20170816749388056230306838;E43A6E078A04172;4.5;4.5;40g双汇玉米热狗肠;2017-01-10 02:30:00;A;已出货未退款;已提现
DD201708167493880616044940646;E43A6E078A04172;2.5;2.5;30g元朗小蛋卷;2017-01-10 02:42:00;A;已出货未退款;已提现
DD201708167493880632800916638;E43A6E078A04172;6.5;6.5;430g泰奇八宝粥;2017-01-10 03:46:00;A;已出货未退款;已提现
DD201708167493880838664518689;E43A6E078A04172;2.5;2.5;30g无穷农场盐_鸡蛋;2017-01-10 04:17:00;A;已出货未退款;已提现
DD201708167493880922901258224;E43A6E078A04172;1.5;1.5;40g双汇玉米热狗肠;2017-01-10 04:32:00;A;已出货未退款;已提现
DD201708167493881360925984616;E43A6E078A04172;4.5;4.5;330ml伊利畅意乳酸菌原味;2017-01-10 05:41:00;A;已出货未退款;已提现
DD201708167493881383318775426;E43A6E078A04172;2.0;2.0;75g新麦潮天然酵母面包（北海道牛奶风味）;2017-01-10 05:42:00;A;已出货未退款;已提现
DD20170603102640653BBC82D071F;E43A6E078A04172;3.0;3.0;果粒橙;2017-01-10 07:46:00;A;已出货未退款;已提现
DD201708167493882926127836109;E43A6E078A04172;4.0;4.0;55g奥利奥原味芝士饼干;2017-01-10 08:06:00;A;已出货未退款;已提现
DD2017060310525413383D577A11E;E43A6E078A04172;2.0;2.0;鸭翅;2017-01-10 08:15:00;A;已出货未退款;已提现
DD201708167493883183300184623;E43A6E078A04172;5.5;5.5;55g奥利奥迷你杯夹心小饼干杯装原味;2017-01-10 08:16:00;A;已出货未退款;已提现
DD20170816749300895247844424829;E43A6E078A04172;4.0;4.0;55g奥利奥原味芝士饼干;2017-01-10 08:26:00;A;已出货未退款;已提现
DD201708167493883757458339448;E43A6E078A04172;3.0;3.0;250ml维他原味豆奶;2017-01-10 08:50:00;A;已出货未退款;已提现
DD201708167493883793893614615;E43A6E078A04172;6.0;6.0;330ml伊利畅意乳酸菌原味;2017-01-10 08:55:00;A;已出货未退款;已提现
DD201706031124597014EA4642374;E43A6E078A04172;3.0;3.0;伊利纯牛奶;2017-01-10 09:20:00;A;已出货未退款;已提现
DD2017060311282660C0EDFABDE04;E43A6E078A04172;3.0;3.0;卫龙大面筋;2017-01-10 09:45:00;A;已出货未退款;已提现
DD201708167493884914566581686;E43A6E078A04172;4.5;4.5;40g呀土豆番茄酱味;2017-01-10 10:00:00;A;已出货未退款;已提现
DD201708167493885477165481477;E43A6E078A04172;4.5;4.5;150g洽洽原香瓜子;2017-01-10 10:06:00;A;已出货未退款;已提现
DD201708167493885590539587981;E43A6E078A04172;3.5;3.5;85g新麦潮手撕面包（提子味）;2017-01-10 10:10:00;A;已出货未退款;已提现
DD201708167493885759538100761;E43A6E078A04172;3.0;3.0;13g无穷烤鸡小腿蜂蜜味;2017-01-10 10:25:00;A;已出货未退款;已提现
DD2017060311391118E7B5E8FCB1A;E43A6E078A04172;3.0;3.0;雪碧（500ml）;2017-01-10 10:26:00;A;已出货未退款;已提现
DD201708167493886328521824012;E43A6E078A04172;6.0;6.0;86g合味道海鲜风味;2017-01-10 10:59:00;A;已出货未退款;已提现
DD201708167493886653103033139;E43A6E078A04172;3.0;3.0;无穷烤鸡小腿（蜂蜜）;2017-01-10 11:37:00;A;已出货未退款;已提现
DD20170603123248171089D33781D;E43A6E078A04172;3.0;3.0;伊利纯牛奶;2017-01-10 11:51:00;A;已出货未退款;已提现
DD2017081816214113A1E3D26918B;E43A6E078A04172;2.5;2.5;维他奶;2017-01-10 12:21:00;A;已出货未退款;已提现
DD201708167493682779533767317;E43A6E078A04172;2.5;2.5;145ml旺仔牛奶盒装;2017-01-10 13:00:00;A;已出货未退款;已提现
DD20170527080518159F47248F8A8;E43A6E078A04172;2.0;2.0;鸭翅;2017-01-10 13:01:00;A;已出货未退款;已提现
DD20170603143608496DC18C58538;E43A6E078A04172;4.0;4.0;王老吉（500ml）;2017-01-10 13:18:00;A;已出货未退款;已提现
DD201706031439176859885991280;E43A6E078A04172;4.5;4.5;芙蓉王;2017-01-10 13:36:00;A;已出货未退款;已提现
DD201708167493889101581282178;E43A6E078A04172;4.5;4.5;148g富甲一方紫薯仔;2017-01-10 14:16:00;A;已出货未退款;已提现
DD2017060314470924F65739777D5;E43A6E078A04172;3.5;3.5;统一绿茶;2017-01-10 14:50:00;A;已出货未退款;已提现
DD20170816749388946598184841;E43A6E078A04172;5.0;5.0;110g顺宝九制话梅;2017-01-10 14:51:00;A;已出货未退款;已提现
DD2017060315201110E9451389787;E43A6E078A04172;3.0;3.0;百事可乐500ml;2017-01-10 14:55:00;A;已出货未退款;已提现
DD20170816749388972559353674;E43A6E078A04172;4.5;4.5;52g旺旺仙贝;2017-01-10 14:56:00;A;已出货未退款;已提现
DD2017060316005226662D7457BC6;E43A6E078A04172;4.0;4.0;营养快线;2017-01-10 15:24:00;A;已出货未退款;已提现
DD20170603161956919B1957766CB;E43A6E078A04172;3.0;3.0;统一绿茶;2017-01-10 15:34:00;A;已出货未退款;已提现
DD201708167493891238278008534;E43A6E078A04172;4.5;4.5;250ml燕塘原味酸奶;2017-01-10 15:45:00;A;已出货未退款;已提现
DD201708167493891428988848687;E43A6E078A04172;5.0;5.0;85g统一老坛酸菜牛肉面;2017-01-10 15:59:00;A;已出货未退款;已提现
DD201708167493891910479662284;E43A6E078A04172;3.0;3.0;70g乖媳妇野山泡椒凤爪;2017-01-10 16:22:00;A;已出货未退款;已提现
DD2017060316244128478B7755317;E43A6E078A04172;1.0;1.0;好吃点小饼干;2017-01-10 16:28:00;A;已出货未退款;已提现
DD201708167493893084593104145;E43A6E078A04172;3.0;3.0;劲仔小鱼（麻辣味）;2017-01-10 16:52:00;A;已出货未退款;已提现
DD201708167493893410391965758;E43A6E078A04172;1.6;1.6;2g韩国海牌海苔;2017-01-10 17:12:00;A;已出货未退款;已提现
DD201708167493893487756705083;E43A6E078A04172;5.5;5.5;小茗同学冷泡茶（乳酸菌味）;2017-01-10 17:26:00;A;已出货未退款;已提现
DD2017060316433112BECA45FD54C;E43A6E078A04172;3.5;3.5;东鹏特饮;2017-01-10 17:31:00;A;已出货未退款;已提现
DD201708167493534533892705845;E43A6E078A04172;4.0;4.0;55g奥利奥原味芝士饼干;2017-01-10 17:32:00;A;已出货未退款;已提现
DD2017060316441157D5088198677;E43A6E078A04172;3.0;3.0;统一冰红茶;2017-01-10 17:32:00;A;已出货未退款;已提现
DD2017060317284940AA4D03646C3;E43A6E078A04172;3.0;3.0;雪碧（500ml）;2017-01-10 17:36:00;A;已出货未退款;已提现
DD201708167493894870793872156;E43A6E078A04172;1.5;1.5;劲仔小鱼;2017-01-10 17:38:00;A;已出货未退款;已提现
DD20170603172937919F38194276C;E43A6E078A04172;6.0;6.0;安慕希酸奶;2017-01-10 17:39:00;A;已出货未退款;已提现
DD2017060317293919D63EA6650E0;E43A6E078A04172;3.0;3.0;雪碧（500ml）;2017-01-10 17:40:00;A;已出货未退款;已提现
