订单号;设备ID;应付金额;实际金额;商品;支付时间;地点;状态;提现
DD2017060121564084EAA7A4A4B45;E43A6E078A04134;6.0;6.0;安慕希酸奶;2017-01-08 20:37:00;B;已出货未退款;已提现
DD20170601222214749D7B9BDBA09;E43A6E078A04134;1.5;1.5;香脆肠;2017-01-08 20:42:00;B;已出货未退款;已提现
DD2017060122235124B546F05D0E6;E43A6E078A04134;3.5;3.5;王老吉（罐）;2017-01-08 20:46:00;B;已出货未退款;已提现
DD2017060122305310D1D2FB7E540;E43A6E078A04134;4.0;4.0;阿萨姆奶茶;2017-01-08 20:49:00;B;已出货未退款;已提现
DD20170601225150489AD31565C02;E43A6E078A04134;2.5;2.5;可口可乐330ml;2017-01-08 20:52:00;B;已出货未退款;已提现
DD2017060122582537EBC7B080F0B;E43A6E078A04134;3.5;3.5;冰糖雪梨;2017-01-08 20:56:00;B;已出货未退款;已提现
DD201708167493529997285458358;E43A6E078A04134;5.5;5.5;统一来一桶香辣老坛酸菜牛肉面;2017-01-08 21:00:00;B;已出货未退款;已提现
DD201708170106118064413A79F4A;E43A6E078A04134;3.0;3.0;怡宝纯净水;2017-01-08 21:00:00;B;已出货未退款;已提现
DD2017081701083365D381ADBFC82;E43A6E078A04134;3.0;3.0;怡宝纯净水;2017-01-08 21:03:00;B;已出货未退款;已提现
DD201708167493848977881056171;E43A6E078A04134;3.0;3.0;250ml维他奶黑豆奶饮品;2017-01-08 21:04:00;B;已出货未退款;已提现
DD201708167493849016392973028;E43A6E078A04134;4.5;4.5;250ml燕塘原味酸奶;2017-01-08 21:05:00;B;已出货未退款;已提现
DD201708167493530016891001938;E43A6E078A04134;4.5;4.5;40g乐事美国经典原味;2017-01-08 21:10:00;B;已出货未退款;已提现
DD2017060123200236F26E95767C5;E43A6E078A04134;2.0;2.0;怡宝纯净水;2017-01-08 21:10:00;B;已出货未退款;已提现
DD2017060200003189FF0908B630F;E43A6E078A04134;4.0;4.0;脉动;2017-01-08 21:17:00;B;已出货未退款;已提现
DD2017060202155218D9E84695B9F;E43A6E078A04134;3.0;3.0;百事可乐500ml;2017-01-08 21:21:00;B;已出货未退款;已提现
DD201708170408192432843823778;E43A6E078A04134;3.0;3.0;可口可乐最新款;2017-01-08 21:22:00;B;已出货未退款;已提现
DD2017081704342066562C6C8E3F7;E43A6E078A04134;5.0;5.0;营养快线;2017-01-08 21:24:00;B;已出货未退款;已提现
DD2017081705115515BD1A35FBBBF;E43A6E078A04134;3.0;3.0;怡宝纯净水;2017-01-08 21:25:00;B;已出货未退款;已提现
DD201708167493735050315421801;E43A6E078A04134;3.5;3.5;500ml加多宝;2017-01-08 21:26:00;B;已出货未退款;已提现
DD201708170641547166F065422BA;E43A6E078A04134;5.0;5.0;王老吉（500ml）;2017-01-08 21:26:00;B;已出货未退款;已提现
DD201706020726053423798FC895C;E43A6E078A04134;3.5;3.5;东鹏特饮;2017-01-08 21:27:00;B;已出货未退款;已提现
DD201708167493530378725778943;E43A6E078A04134;3.0;3.0;250ml维他柠檬茶;2017-01-08 21:46:00;B;已出货未退款;已提现
DD201706020743104643FB8D5879C;E43A6E078A04134;1.5;1.5;香脆肠;2017-01-08 21:46:00;B;已出货未退款;已提现
DD201708167493530494747287176;E43A6E078A04134;4.5;4.5;巧克力奶油味蛋糕;2017-01-08 21:57:00;B;已出货未退款;已提现
DD2017081709275986FC4E8AF8842;E43A6E078A04134;3.0;3.0;怡宝纯净水;2017-01-08 21:57:00;B;已出货未退款;已提现
DD201708167493851519528963645;E43A6E078A04134;5.0;5.0;500ml统一阿萨姆奶茶;2017-01-08 22:47:00;B;已出货未退款;已提现
DD201708167493852778067837835;E43A6E078A04134;4.0;4.0;85g新麦潮北海道吐司;2017-01-08 23:22:00;B;已出货未退款;已提现
DD201708167493734245856774657;E43A6E078A04134;3.5;3.5;250ml燕塘原味酸奶;2017-01-08 23:23:00;B;已出货未退款;已提现
DD20170817095816649DDB43B1EFD;E43A6E078A04134;3.5;3.5;芬达330ml;2017-01-08 23:23:00;B;已出货未退款;已提现
DD201708167493733927279801038;E43A6E078A04134;3.5;3.5;85g新麦潮手撕面包（提子味）;2017-01-08 23:26:00;B;已出货未退款;已提现
DD20170817100354192E62848F661;E43A6E078A04134;3.0;3.0;怡宝纯净水;2017-01-08 23:26:00;B;已出货未退款;已提现
DD20170816749385312346742734;E43A6E078A04134;2.5;2.5;250ml维他奶巧克力味;2017-01-08 23:34:00;B;已出货未退款;已提现
DD2017081710050945C0500C3E615;E43A6E078A04134;3.0;3.0;怡宝纯净水;2017-01-09 00:05:00;B;已出货未退款;已提现
DD201708171005481749D907ABC99;E43A6E078A04134;3.5;3.5;果粒橙;2017-01-09 00:07:00;B;已出货未退款;已提现
DD201708171031191556090430FA7;E43A6E078A04134;4.0;4.0;王老吉（罐）;2017-01-09 00:09:00;B;已出货未退款;已提现
DD201708167493854903105300404;E43A6E078A04134;4.5;4.5;500ml加多宝;2017-01-09 01:24:00;B;已出货未退款;已提现
DD2017081710440867F81E9748BFA;E43A6E078A04134;3.5;3.5;伊利纯牛奶;2017-01-09 02:43:00;B;已出货未退款;已提现
DD2017081711510061E174474CE3B;E43A6E078A04134;3.5;3.5;伊利纯牛奶;2017-01-09 02:44:00;B;已出货未退款;已提现
DD2017081711515557018C2B93CFC;E43A6E078A04134;5.0;5.0;王老吉（500ml）;2017-01-09 03:08:00;B;已出货未退款;已提现
DD2017081712370242705CD880C5D;E43A6E078A04134;3.0;3.0;可口可乐最新款;2017-01-09 03:10:00;B;已出货未退款;已提现
DD201708167493733659170397764;E43A6E078A04134;3.5;3.5;250ml维他奶巧克力味;2017-01-09 03:26:00;B;已出货未退款;已提现
DD2017081712511826DC9B174EE8F;E43A6E078A04134;3.5;3.5;伊利优酸乳;2017-01-09 03:26:00;B;已出货未退款;已提现
DD2017081713134642CF0B62F4F42;E43A6E078A04134;3.5;3.5;伊利纯牛奶;2017-01-09 05:07:00;B;已出货未退款;已提现
DD2017081713265332DF09915E702;E43A6E078A04134;4.0;4.0;熊字饼;2017-01-09 07:36:00;B;已出货未退款;已提现
DD201708167493857078682752674;E43A6E078A04134;4.5;4.5;250ml燕塘甜牛奶;2017-01-09 07:38:00;B;已出货未退款;已提现
DD2017081713291444B727F4EC53C;E43A6E078A04134;3.0;3.0;怡宝纯净水;2017-01-09 07:41:00;B;已出货未退款;已提现
DD2017081713355072C00F356CE1D;E43A6E078A04134;3.0;3.0;雪碧最新款;2017-01-09 07:42:00;B;已出货未退款;已提现
DD2017081713394332418BC08C4A4;E43A6E078A04134;3.0;3.0;怡宝纯净水;2017-01-09 07:43:00;B;已出货未退款;已提现
DD20170817135804705F78B5C8874;E43A6E078A04134;3.0;3.0;怡宝纯净水;2017-01-09 08:14:00;B;已出货未退款;已提现
DD2017081714040114684DF9E7BE0;E43A6E078A04134;1.5;1.5;小鱼仔;2017-01-09 08:17:00;B;已出货未退款;已提现
DD201708167493858139672677277;E43A6E078A04134;4.5;4.5;250ml燕塘甜牛奶;2017-01-09 08:20:00;B;已出货未退款;已提现
DD201708171409347609003851995;E43A6E078A04134;3.0;3.0;怡宝纯净水;2017-01-09 09:29:00;B;已出货未退款;已提现
DD201708167493733313354449018;E43A6E078A04134;3.5;3.5;维他原味豆奶;2017-01-09 09:32:00;B;已出货未退款;已提现
DD2017081714103255D7864D36E12;E43A6E078A04134;3.0;3.0;雪碧最新款;2017-01-09 09:32:00;B;已出货未退款;已提现
DD201708167493859927968288546;E43A6E078A04134;4.5;4.5;40g呀土豆薯片滋香烤鸡味;2017-01-09 09:33:00;B;已出货未退款;已提现
DD2017081714163186B8C522391C4;E43A6E078A04134;3.0;3.0;怡宝纯净水;2017-01-09 09:46:00;B;已出货未退款;已提现
DD201708167493861031773850273;E43A6E078A04134;4.0;4.0;85g新麦潮北海道吐司;2017-01-09 10:05:00;B;已出货未退款;已提现
DD201708167493861243928726428;E43A6E078A04134;2.0;2.0;85g新麦潮手撕面包（提子味）;2017-01-09 10:17:00;B;已出货未退款;已提现
DD201708171427338761848617C07;E43A6E078A04134;3.0;3.0;怡宝纯净水;2017-01-09 10:29:00;B;已出货未退款;已提现
DD2017081714501579233755F0256;E43A6E078A04134;3.0;3.0;怡宝纯净水;2017-01-09 12:00:00;B;已出货未退款;已提现
DD201708171510493537F00E21EA2;E43A6E078A04134;4.0;4.0;果粒橙;2017-01-09 12:02:00;B;已出货未退款;已提现
DD2017081715171196BD4B848C99E;E43A6E078A04134;5.0;5.0;王老吉（500ml）;2017-01-09 12:03:00;B;已出货未退款;已提现
DD2017081715251428917DF17FC80;E43A6E078A04134;5.0;5.0;阿萨姆奶茶;2017-01-09 12:04:00;B;已出货未退款;已提现
DD2017081715354185F8CF9F3C076;E43A6E078A04134;3.0;3.0;怡宝纯净水;2017-01-09 12:06:00;B;已出货未退款;已提现
DD2017081715385020F948EE89773;E43A6E078A04134;4.0;4.0;果粒橙;2017-01-09 12:09:00;B;已出货未退款;已提现
DD201708171547223886228F19E87;E43A6E078A04134;4.0;4.0;统一冰红茶;2017-01-09 12:11:00;B;已出货未退款;已提现
DD2017081715511917B81E8CD9046;E43A6E078A04134;4.0;4.0;果粒橙;2017-01-09 12:15:00;B;已出货未退款;已提现
DD201708167493531075836260629;E43A6E078A04134;4.5;4.5;500ml农夫果园 (芒果+菠萝+番石榴);2017-01-09 12:17:00;B;已出货未退款;已提现
DD20170817162830300FD7D53AAD1;E43A6E078A04134;3.0;3.0;怡宝纯净水;2017-01-09 12:17:00;B;已出货未退款;已提现
DD201708167493531079587921124;E43A6E078A04134;2.0;2.0;75g新麦潮天然酵母面包（北海道牛奶风味）;2017-01-09 12:18:00;B;已出货未退款;已提现
DD20170817171132941891322EDD3;E43A6E078A04134;3.0;3.0;怡宝纯净水;2017-01-09 12:18:00;B;已出货未退款;已提现
DD20170817173338876C5F4F6E938;E43A6E078A04134;3.5;3.5;统一绿茶;2017-01-09 12:20:00;B;已出货未退款;已提现
DD20170817173542126C15C437DFA;E43A6E078A04134;3.0;3.0;怡宝纯净水;2017-01-09 12:21:00;B;已出货未退款;已提现
DD2017081717413540C55BAD46BAA;E43A6E078A04134;3.0;3.0;怡宝纯净水;2017-01-09 12:23:00;B;已出货未退款;已提现
DD20170816749300805891982648565;E43A6E078A04134;0.8;0.8;20g咪咪虾条马来西亚风味;2017-01-09 12:29:00;B;已出货未退款;已提现
DD201708167493863352804342815;E43A6E078A04134;4.0;4.0;75g新麦潮天然酵母面包（北海道牛奶风味）;2017-01-09 12:54:00;B;已出货未退款;已提现
DD20170817174313659412D976C89;E43A6E078A04134;3.5;3.5;果粒橙;2017-01-09 13:08:00;B;已出货未退款;已提现
DD20170817174316588D303DB4778;E43A6E078A04134;3.0;3.0;怡宝纯净水;2017-01-09 13:22:00;B;已出货未退款;已提现
DD20170817174405591B4DF025C19;E43A6E078A04134;3.5;3.5;统一冰红茶;2017-01-09 13:36:00;B;已出货未退款;已提现
DD2017081717460340BB4EA1726A4;E43A6E078A04134;3.0;3.0;雪碧最新款;2017-01-09 13:49:00;B;已出货未退款;已提现
DD2017081717465276C877AC07844;E43A6E078A04134;3.0;3.0;雪碧最新款;2017-01-09 13:59:00;B;已出货未退款;已提现
DD2017081717512073B5F37AB9A85;E43A6E078A04134;3.0;3.0;雪碧最新款;2017-01-09 14:14:00;B;已出货未退款;已提现
DD201708167493865835760405829;E43A6E078A04134;4.0;4.0;40g乐事美国经典原味;2017-01-09 14:41:00;B;已出货未退款;已提现
DD201708167493733249398527457;E43A6E078A04134;3.5;3.5;250ml维他原味豆奶;2017-01-09 14:46:00;B;已出货未退款;已提现
DD20170817175458351274BA2BBAD;E43A6E078A04134;3.0;3.0;雪碧最新款;2017-01-09 14:46:00;B;已出货未退款;已提现
DD2017081718440973022298A5C51;E43A6E078A04134;3.5;3.5;雪碧330ml;2017-01-09 14:47:00;B;已出货未退款;已提现
DD20170817193549133F922A4F3F9;E43A6E078A04134;4.5;4.5;阿萨姆奶茶;2017-01-09 14:48:00;B;已出货未退款;已提现
DD20170817194342433DAF7DF33A5;E43A6E078A04134;5.0;5.0;王老吉（500ml）;2017-01-09 14:50:00;B;已出货未退款;已提现
DD201708167493865930376783449;E43A6E078A04134;2.0;2.0;30g无穷农场盐_鸡蛋;2017-01-09 14:51:00;B;已出货未退款;已提现
DD201708167493531371423139891;E43A6E078A04134;4.5;4.5;480ml小茗同学冷泡青柠红茶;2017-01-09 14:56:00;B;已出货未退款;已提现
DD20170817194839409A005B9BBA0;E43A6E078A04134;3.5;3.5;雪碧最新款;2017-01-09 14:56:00;B;已出货未退款;已提现
DD2017081719500725569D415CEBD;E43A6E078A04134;3.0;3.0;怡宝纯净水;2017-01-09 14:58:00;B;已出货未退款;已提现
DD20170817195258352EF688FAD62;E43A6E078A04134;2.0;2.0;鸭翅;2017-01-09 15:17:00;B;已出货未退款;已提现
DD201708167493866764957786404;E43A6E078A04134;2.5;2.5;250ml统一麦香奶茶;2017-01-09 15:25:00;B;已出货未退款;已提现
DD201708171956345694BD68662B0;E43A6E078A04134;4.5;4.5;阿萨姆奶茶;2017-01-09 15:30:00;B;已出货未退款;已提现
DD201708167493867637174551419;E43A6E078A04134;2.0;2.0;75g新麦潮天然酵母面包（北海道牛奶风味）;2017-01-09 15:46:00;B;已出货未退款;已提现
DD20170816749300874601411210174;E43A6E078A04134;2.0;2.0;85g新麦潮北海道吐司;2017-01-09 15:54:00;B;已出货未退款;已提现
DD201708167493867992793322852;E43A6E078A04134;4.5;4.5;40g呀土豆薯片滋香烤鸡味;2017-01-09 16:01:00;B;已出货未退款;已提现
DD201708167493868704070920114;E43A6E078A04134;4.5;4.5;40g呀土豆番茄酱味;2017-01-09 16:42:00;B;已出货未退款;已提现
DD201708167493868971240183025;E43A6E078A04134;4.5;4.5;85g新麦潮手撕面包（提子味）;2017-01-09 16:56:00;B;已出货未退款;已提现
DD2017060217180753C65212DA88E;E43A6E078A04134;4.0;4.0;银鹭八宝粥;2017-01-09 17:16:00;B;已出货未退款;已提现
DD20170817202740698B7F5C27F3A;E43A6E078A04134;4.0;4.0;熊字饼;2017-01-09 17:26:00;B;已出货未退款;已提现
DD20170602173537865F1D4A590B1;E43A6E078A04134;4.5;4.5;营养快线;2017-01-09 17:41:00;B;已出货未退款;已提现
DD2017060217363526FBA02898449;E43A6E078A04134;3.0;3.0;熊字饼;2017-01-09 17:46:00;B;已出货未退款;已提现
DD201708167493872045424754789;E43A6E078A04134;5.5;5.5;70g乐事薯片（黄瓜味）;2017-01-09 18:32:00;B;已出货未退款;已提现
DD20170818003326971DD02819F0D;E43A6E078A04134;3.0;3.0;怡宝纯净水;2017-01-09 20:51:00;B;已出货未退款;已提现
DD201708180048003583678BDED14;E43A6E078A04134;3.0;3.0;雪碧最新款;2017-01-09 20:56:00;B;已出货未退款;已提现
DD2017081801202539DC2D83C499B;E43A6E078A04134;3.0;3.0;怡宝纯净水;2017-01-09 20:57:00;B;已出货未退款;已提现
DD20170818022030131C898EDD2D9;E43A6E078A04134;3.0;3.0;怡宝纯净水;2017-01-09 21:00:00;B;已出货未退款;已提现
DD2017081803440890649DB797AE6;E43A6E078A04134;3.0;3.0;怡宝纯净水;2017-01-09 21:03:00;B;已出货未退款;已提现
DD2017081805161556CBA192251E1;E43A6E078A04134;4.0;4.0;果粒橙;2017-01-09 21:04:00;B;已出货未退款;已提现
DD2017081805492051E8D32513BCE;E43A6E078A04134;5.0;5.0;王老吉（500ml）;2017-01-09 21:08:00;B;已出货未退款;已提现
DD2017081807433356FE6BEA8785A;E43A6E078A04134;4.5;4.5;阿萨姆奶茶;2017-01-09 21:10:00;B;已出货未退款;已提现
DD20170818075838243C69E50A11F;E43A6E078A04134;4.5;4.5;阿萨姆奶茶;2017-01-09 21:12:00;B;已出货未退款;已提现
DD20170818081257131A07143CA85;E43A6E078A04134;4.5;4.5;阿萨姆奶茶;2017-01-09 21:13:00;B;已出货未退款;已提现
DD201708180820592789C1DD6135C;E43A6E078A04134;3.0;3.0;怡宝纯净水;2017-01-09 21:14:00;B;已出货未退款;已提现
DD2017081808230332359E43E2C53;E43A6E078A04134;3.0;3.0;怡宝纯净水;2017-01-09 21:16:00;B;已出货未退款;已提现
DD2017081808332326C422CE6165F;E43A6E078A04134;3.0;3.0;怡宝纯净水;2017-01-09 21:18:00;B;已出货未退款;已提现
DD201708167493875682476978536;E43A6E078A04134;3.0;3.0;85g新麦潮北海道吐司;2017-01-09 21:20:00;B;已出货未退款;已提现
DD20170818084938697FEE747AA6B;E43A6E078A04134;3.0;3.0;怡宝纯净水;2017-01-09 21:27:00;B;已出货未退款;已提现
DD201708180936211074A8EFC6295;E43A6E078A04134;3.0;3.0;怡宝纯净水;2017-01-09 21:29:00;B;已出货未退款;已提现
DD2017081809372994A65C2CC2577;E43A6E078A04134;3.0;3.0;怡宝纯净水;2017-01-09 21:31:00;B;已出货未退款;已提现
DD201708167493876283034346817;E43A6E078A04134;1.5;1.5;40g双汇玉米热狗肠;2017-01-09 21:36:00;B;已出货未退款;已提现
DD201708181042131874BB2F068FB;E43A6E078A04134;1.5;1.5;香豆干;2017-01-09 21:37:00;B;已出货未退款;已提现
DD20170818115354292D822F618B2;E43A6E078A04134;5.0;5.0;雪碧（500ml）;2017-01-09 21:46:00;B;已出货未退款;已提现
DD2017060304460980FCDE0933E26;E43A6E078A04134;4.0;4.0;阿萨姆奶茶;2017-01-09 21:59:00;B;已出货未退款;已提现
DD201708167493877072685641188;E43A6E078A04134;4.0;4.0;美汁源果粒橙;2017-01-09 22:35:00;B;已出货未退款;已提现
DD201708167493877200583544876;E43A6E078A04134;4.0;4.0;250ml燕塘原味酸奶;2017-01-09 22:36:00;B;已出货未退款;已提现
DD2017081812044871D635CDE61D9;E43A6E078A04134;5.0;5.0;雪碧（500ml）;2017-01-09 23:13:00;B;已出货未退款;已提现
DD2017081812193487771E5174C0A;E43A6E078A04134;3.5;3.5;伊利优酸乳;2017-01-09 23:33:00;B;已出货未退款;已提现
DD201708181221506390E27D88420;E43A6E078A04134;5.0;5.0;营养快线;2017-01-09 23:37:00;B;已出货未退款;已提现
DD2017060210482882D1BCA9FA830;E43A6E078A04134;3.0;3.0;可口可乐最新款;2017-01-09 23:45:00;B;已出货未退款;已提现
DD20170818122440711474CEC00EA;E43A6E078A04134;3.0;3.0;怡宝纯净水;2017-01-09 23:53:00;B;已出货未退款;已提现
DD201708167493878067827805729;E43A6E078A04134;4.5;4.5;85g嘉士利果乐果香夹心饼干蓝莓味;2017-01-09 23:54:00;B;已出货未退款;已提现
DD20170818122848981412CF01666;E43A6E078A04134;4.0;4.0;果粒橙;2017-01-09 23:55:00;B;已出货未退款;已提现
DD2017081813264992D3B87E53625;E43A6E078A04134;3.0;3.0;怡宝纯净水;2017-01-10 00:22:00;B;已出货未退款;已提现
DD201708167493879785392252337;E43A6E078A04134;3.5;3.5;75g新麦潮天然酵母面包（北海道牛奶风味）;2017-01-10 00:33:00;B;已出货未退款;已提现
DD2017060309464563987E99EA455;E43A6E078A04134;2.0;2.0;怡宝纯净水;2017-01-10 00:37:00;B;已出货未退款;已提现
DD2017060210385519FA4EA6BA210;E43A6E078A04134;2.0;2.0;怡宝纯净水;2017-01-10 00:39:00;B;已出货未退款;已提现
DD201708167493533359916097257;E43A6E078A04134;3.0;3.0;250ml维他奶巧克力味;2017-01-10 00:45:00;B;已出货未退款;已提现
DD20170818133425917003ABB8F56;E43A6E078A04134;3.0;3.0;怡宝纯净水;2017-01-10 00:45:00;B;已出货未退款;已提现
DD201708181405095985BCA07F5A0;E43A6E078A04134;3.0;3.0;怡宝纯净水;2017-01-10 00:54:00;B;已出货未退款;已提现
DD201708167493533437252464981;E43A6E078A04134;1.5;1.5;40g双汇玉米热狗肠;2017-01-10 04:34:00;B;已出货未退款;已提现
DD20170818141532774EB180C8CF9;E43A6E078A04134;3.0;3.0;怡宝纯净水;2017-01-10 04:34:00;B;已出货未退款;已提现
DD2017081674938810311870318;E43A6E078A04134;4.5;4.5;40g呀土豆番茄酱味;2017-01-10 05:14:00;B;已出货未退款;已提现
DD20170603100355584E4FBE7930B;E43A6E078A04134;3.5;3.5;东鹏特饮;2017-01-10 05:15:00;B;已出货未退款;已提现
DD2017081814524749511712839F1;E43A6E078A04134;3.0;3.0;芬达330ml;2017-01-10 05:32:00;B;已出货未退款;已提现
DD20170818145503106C1568DAA1B;E43A6E078A04134;3.5;3.5;雪碧330ml;2017-01-10 06:44:00;B;已出货未退款;已提现
DD20170816749388185075707732;E43A6E078A04134;1.6;1.6;2g韩国海牌海苔;2017-01-10 07:14:00;B;已出货未退款;已提现
