订单号;设备ID;应付金额;实际金额;商品;支付时间;地点;状态;提现
DD201708167493662701761209108;E43A6E078A04228;5.0;5.0;无穷农场盐_鸡蛋;2017-01-02 17:47:00;C;已出货未退款;已提现
DD201708167493662643691517202;E43A6E078A04228;5.6;5.6;250ml维他原味豆奶;2017-01-02 18:23:00;C;已出货未退款;已提现
DD201708167493344231000764383;E43A6E078A04228;3.5;3.5;250ml燕塘红枣牛奶;2017-01-02 19:02:00;C;已出货未退款;已提现
DD20170718154222745C87CCEB6CF;E43A6E078A04228;2.0;2.0;怡宝纯净水;2017-01-02 19:02:00;C;已出货未退款;已提现
DD201707181546471770D1B2A5CE1;E43A6E078A04228;2.0;2.0;怡宝纯净水;2017-01-02 21:18:00;C;已出货未退款;已提现
DD201708167493662623784257549;E43A6E078A04228;4.0;4.0;55g奥利奥原味芝士饼干;2017-01-02 23:03:00;C;已出货未退款;已提现
DD20170816749300246044712787463;E43A6E078A04228;4.5;4.5;加多宝;2017-01-03 09:49:00;C;已出货未退款;已提现
DD201708167493662320583621934;E43A6E078A04228;4.5;4.5;250ml维他柠檬茶;2017-01-03 12:28:00;C;已出货未退款;已提现
DD20170816749300268703071881026;E43A6E078A04228;4.5;4.5;四洲粟一烧烧烤味;2017-01-03 14:41:00;C;已出货未退款;已提现
DD201708167493683234318064291;E43A6E078A04228;3.5;3.5;丽芝士纳宝帝奶酪威化饼干;2017-01-03 15:08:00;C;已出货未退款;已提现
DD20170816749300306561526635662;E43A6E078A04228;4.8;4.8;2g韩国海牌海苔;2017-01-03 20:42:00;C;已出货未退款;已提现
DD20170816749300328757709785632;E43A6E078A04228;2.5;2.5;30g无穷农场盐_鸡蛋;2017-01-03 22:15:00;C;已出货未退款;已提现
DD2017071815484177F74520350CA;E43A6E078A04228;3.5;3.5;王老吉（罐）;2017-01-04 00:42:00;C;已出货未退款;已提现
DD20170816749300386477528802675;E43A6E078A04228;3.0;3.0;58g丽芝士纳宝帝奶酪威化饼干;2017-01-04 13:15:00;C;已出货未退款;已提现
DD20170816749300417912595426162;E43A6E078A04228;1.5;1.5;12g劲仔小鱼麻辣味;2017-01-04 17:22:00;C;已出货未退款;已提现
DD201708167493344300158964747;E43A6E078A04228;4.5;4.5;250ml燕塘原味酸奶;2017-01-04 17:23:00;C;已出货未退款;已提现
DD2017071815495466F2A492542FA;E43A6E078A04228;3.5;3.5;王老吉（罐）;2017-01-04 17:23:00;C;已出货未退款;已提现
DD2017081674930049065228831826;E43A6E078A04228;3.0;3.0;旺仔牛奶145ml;2017-01-05 15:25:00;C;已出货未退款;已提现
DD20170816749300505519730193637;E43A6E078A04228;4.5;4.5;250ml燕塘原味酸奶;2017-01-05 16:11:00;C;已出货未退款;已提现
DD201708312137335908DD092A9E9;E43A6E078A04228;3.0;3.0;可口可乐最新款;2017-01-05 22:13:00;C;已出货未退款;已提现
DD20170816749300584521467264764;E43A6E078A04228;4.5;4.5;250ml燕塘甜牛奶;2017-01-06 04:09:00;C;已出货未退款;已提现
DD20170816749300661834525167426;E43A6E078A04228;2.8;2.8;145ml旺仔牛奶盒装;2017-01-07 13:01:00;C;已出货未退款;已提现
DD20170816749300679580989029282;E43A6E078A04228;4.5;4.5;188g澳门永辉鸡仔饼;2017-01-07 14:02:00;C;已出货未退款;已提现
DD20170816749300702509745568413;E43A6E078A04228;3.0;3.0;58g丽芝士纳宝帝奶酪威化饼干;2017-01-07 15:14:00;C;已出货未退款;已提现
DD2017060120514812D43CAF70DC3;E43A6E078A04228;1.0;1.0;咪咪;2017-01-08 20:06:00;C;已出货未退款;已提现
DD201708167493235495816776406;E43A6E078A04228;3.0;3.0;58g丽芝士纳宝帝奶酪威化饼干;2017-01-08 20:07:00;C;已出货未退款;已提现
DD2017060120544883EA923FE753A;E43A6E078A04228;2.0;2.0;怡宝纯净水;2017-01-08 20:07:00;C;已出货未退款;已提现
DD201708167493846161880196252;E43A6E078A04228;3.0;3.0;12g劲仔小鱼麻辣味;2017-01-08 20:09:00;C;已出货未退款;已提现
DD20170601210846397507C251A36;E43A6E078A04228;2.0;2.0;伊利优酸乳;2017-01-08 20:12:00;C;已出货未退款;已提现
DD20170601212346890C5851D3E88;E43A6E078A04228;4.0;4.0;阿萨姆奶茶;2017-01-08 20:15:00;C;已出货未退款;已提现
DD201708167493846958363111249;E43A6E078A04228;4.5;4.5;250ml燕塘原味酸奶;2017-01-08 20:20:00;C;已出货未退款;已提现
DD201708167493735277133325494;E43A6E078A04228;3.5;3.5;250ml燕塘原味酸奶;2017-01-08 20:22:00;C;已出货未退款;已提现
DD201708167493529849068514902;E43A6E078A04228;4.0;4.0;68g好丽友巧克力派2枚;2017-01-08 20:22:00;C;已出货未退款;已提现
DD2017060121320319CB03D23F5F4;E43A6E078A04228;2.5;2.5;伊利优酸乳;2017-01-08 20:22:00;C;已出货未退款;已提现
DD20170601213303131742CFF2173;E43A6E078A04228;2.0;2.0;怡宝纯净水;2017-01-08 20:23:00;C;已出货未退款;已提现
DD201708167493847144280155851;E43A6E078A04228;4.5;4.5;37.5g费列罗榛果威化巧克力3颗;2017-01-08 20:24:00;C;已出货未退款;已提现
DD2017081700065634C2F3D589F36;E43A6E078A04228;4.5;4.5;脉动;2017-01-08 20:49:00;C;已出货未退款;已提现
DD201708170008509081FAB5D2594;E43A6E078A04228;6.0;6.0;红牛;2017-01-08 20:52:00;C;已出货未退款;已提现
DD20170601231519540A634B7D900;E43A6E078A04228;4.0;4.0;阿萨姆奶茶;2017-01-08 21:03:00;C;已出货未退款;已提现
DD2017060123544189E794D0B3241;E43A6E078A04228;3.5;3.5;东鹏特饮;2017-01-08 21:16:00;C;已出货未退款;已提现
DD201706020009471054107347700;E43A6E078A04228;3.5;3.5;统一绿茶;2017-01-08 21:21:00;C;已出货未退款;已提现
DD201708167493849876411665177;E43A6E078A04228;4.5;4.5;味之不规则饼干（芝士味）;2017-01-08 21:34:00;C;已出货未退款;已提现
DD2017081708333877766276AB4D8;E43A6E078A04228;5.0;5.0;脉动;2017-01-08 21:55:00;C;已出货未退款;已提现
DD201708170834274125AF3586DFE;E43A6E078A04228;5.0;5.0;脉动;2017-01-08 21:56:00;C;已出货未退款;已提现
DD201708167493850983105083982;E43A6E078A04228;6.0;6.0;330ml伊利畅意乳酸菌原味;2017-01-08 22:03:00;C;已出货未退款;已提现
DD201708167493852149650990981;E43A6E078A04228;6.0;6.0;86g合味道海鲜风味;2017-01-08 22:55:00;C;已出货未退款;已提现
DD201708167493855263021279767;E43A6E078A04228;6.0;6.0;无穷烤鸡小腿（蜂蜜）;2017-01-09 03:23:00;C;已出货未退款;已提现
DD201708167493855815553142267;E43A6E078A04228;1.8;1.8;32g卫龙亲嘴烧;2017-01-09 04:39:00;C;已出货未退款;已提现
DD201708167493855955969239716;E43A6E078A04228;4.0;4.0;145ml旺仔牛奶盒装;2017-01-09 04:41:00;C;已出货未退款;已提现
DD20170816749385605414812746;E43A6E078A04228;4.5;4.5;250ml燕塘红枣牛奶;2017-01-09 04:42:00;C;已出货未退款;已提现
DD201708167493856268449632049;E43A6E078A04228;4.5;4.5;加多宝;2017-01-09 04:49:00;C;已出货未退款;已提现
DD201708167493856598539837215;E43A6E078A04228;4.5;4.5;维他原味豆奶;2017-01-09 05:03:00;C;已出货未退款;已提现
DD201708167493857001351572754;E43A6E078A04228;3.8;3.8;110g顺宝九制话梅;2017-01-09 07:37:00;C;已出货未退款;已提现
DD2017060211215458BF6E3A557AD;E43A6E078A04228;3.0;3.0;可口可乐（500ml）;2017-01-09 07:41:00;C;已出货未退款;已提现
DD20170602113317784FA429229BD;E43A6E078A04228;3.0;3.0;印尼芝士威化饼干;2017-01-09 07:43:00;C;已出货未退款;已提现
DD201706021148453682AE7EC4B6E;E43A6E078A04228;2.0;2.0;怡宝纯净水;2017-01-09 08:14:00;C;已出货未退款;已提现
DD2017060211532087CB0A3E0592E;E43A6E078A04228;3.5;3.5;冰糖雪梨;2017-01-09 08:17:00;C;已出货未退款;已提现
DD201708167493858245853502689;E43A6E078A04228;1.5;1.5;40g双汇玉米热狗肠;2017-01-09 08:33:00;C;已出货未退款;已提现
DD201708167493859548773327749;E43A6E078A04228;3.6;3.6;32g卫龙亲嘴烧红烧牛肉味;2017-01-09 09:26:00;C;已出货未退款;已提现
DD2017060213073877913FA669F6D;E43A6E078A04228;3.0;3.0;果粒橙;2017-01-09 09:35:00;C;已出货未退款;已提现
DD201708167493861657330140442;E43A6E078A04228;4.5;4.5;30g无穷农场盐_鸡蛋;2017-01-09 11:20:00;C;已出货未退款;已提现
DD201708167493862018936055551;E43A6E078A04228;6.5;6.5;250ml红牛;2017-01-09 11:56:00;C;已出货未退款;已提现
DD2017060213124430B23F6C96C6D;E43A6E078A04228;4.0;4.0;乐虎（380ml）;2017-01-09 12:21:00;C;已出货未退款;已提现
DD201708167493862809176786449;E43A6E078A04228;6.0;6.0;13g无穷烤鸡小腿蜂蜜味;2017-01-09 12:27:00;C;已出货未退款;已提现
DD201708167493863780790965946;E43A6E078A04228;0.8;0.8;咪咪虾条马来西亚风味;2017-01-09 13:16:00;C;已出货未退款;已提现
DD201708167493954575830984555;E43A6E078A04228;2.0;2.0;怡宝纯净水;2017-01-09 13:22:00;C;已出货未退款;已提现
DD20170816749300834050241899408;E43A6E078A04228;4.5;4.5;180ml雀巢咖啡罐装;2017-01-09 13:25:00;C;已出货未退款;已提现
DD201708167493863955668869239;E43A6E078A04228;4.5;4.5;65g卫龙亲嘴豆皮;2017-01-09 13:26:00;C;已出货未退款;已提现
DD201708167493864981038824866;E43A6E078A04228;3.6;3.6;32g卫龙亲嘴烧红烧牛肉味;2017-01-09 13:48:00;C;已出货未退款;已提现
DD201706021423251495733963127;E43A6E078A04228;3.0;3.0;雪碧（500ml）;2017-01-09 13:49:00;C;已出货未退款;已提现
DD20170602143036551FE24A44856;E43A6E078A04228;4.0;4.0;脉动;2017-01-09 13:59:00;C;已出货未退款;已提现
DD20170816749300865939799861159;E43A6E078A04228;2.8;2.8;250ml维他原味豆奶;2017-01-09 14:02:00;C;已出货未退款;已提现
DD201708167493531313434854226;E43A6E078A04228;4.5;4.5;600ml可口可乐;2017-01-09 14:48:00;C;已出货未退款;已提现
DD2017060215051174A1BFFD87EE2;E43A6E078A04228;4.0;4.0;阿萨姆奶茶;2017-01-09 14:48:00;C;已出货未退款;已提现
DD201708167493733189282884895;E43A6E078A04228;3.5;3.5;250ml燕塘原味酸奶;2017-01-09 14:50:00;C;已出货未退款;已提现
DD201706021516486541B4C7D2759;E43A6E078A04228;6.0;6.0;红牛;2017-01-09 14:50:00;C;已出货未退款;已提现
DD2017060215251743CB5389A054D;E43A6E078A04228;1.5;1.5;香脆肠;2017-01-09 14:55:00;C;已出货未退款;已提现
DD2017060215480963577C03BA5EC;E43A6E078A04228;4.5;4.5;好吃点;2017-01-09 14:58:00;C;已出货未退款;已提现
DD201708167493866112929989182;E43A6E078A04228;4.5;4.5;泰奇八宝粥;2017-01-09 14:59:00;C;已出货未退款;已提现
DD201708167493866943467351314;E43A6E078A04228;4.5;4.5;50g上好佳日式鱼果;2017-01-09 15:31:00;C;已出货未退款;已提现
DD201708167493954745592471385;E43A6E078A04228;1.0;1.0;康师傅矿泉水;2017-01-09 15:32:00;C;已出货未退款;已提现
DD201708167493867512844504474;E43A6E078A04228;2.5;2.5;145ml旺仔牛奶盒装;2017-01-09 15:39:00;C;已出货未退款;已提现
DD201708167493867792517154994;E43A6E078A04228;3.0;3.0;110g顺宝九制话梅;2017-01-09 15:56:00;C;已出货未退款;已提现
DD201708167493868999280711579;E43A6E078A04228;5.5;5.5;145g果王迷你山楂包装;2017-01-09 17:11:00;C;已出货未退款;已提现
DD201708167493869520255840983;E43A6E078A04228;4.5;4.5;燕塘原味酸奶;2017-01-09 17:27:00;C;已出货未退款;已提现
DD2017060217253846985A0259C24;E43A6E078A04228;4.0;4.0;营养快线;2017-01-09 17:34:00;C;已出货未退款;已提现
DD201708167493870170009642321;E43A6E078A04228;2.5;2.5;30g无穷农场盐_鸡蛋;2017-01-09 17:35:00;C;已出货未退款;已提现
DD201708167493531562515888371;E43A6E078A04228;3.0;3.0;13g无穷烤鸡小腿蜂蜜味;2017-01-09 17:40:00;C;已出货未退款;已提现
DD20170602172716891B181F99563;E43A6E078A04228;4.0;4.0;营养快线;2017-01-09 17:40:00;C;已出货未退款;已提现
DD20170602173306287DABE35220C;E43A6E078A04228;3.0;3.0;熊字饼;2017-01-09 17:41:00;C;已出货未退款;已提现
DD2017060217371216157171D9BD1;E43A6E078A04228;2.0;2.0;怡宝纯净水;2017-01-09 17:46:00;C;已出货未退款;已提现
DD2017060217382410B09252A6AD8;E43A6E078A04228;4.5;4.5;芙蓉王;2017-01-09 17:47:00;C;已出货未退款;已提现
DD20170602175335816D381DF3964;E43A6E078A04228;4.0;4.0;营养快线;2017-01-09 17:48:00;C;已出货未退款;已提现
DD201708167493870894921988826;E43A6E078A04228;4.5;4.5;泰奇八宝粥;2017-01-09 17:53:00;C;已出货未退款;已提现
DD201708167493871581209445302;E43A6E078A04228;4.5;4.5;37.5g费列罗榛果威化巧克力3颗;2017-01-09 18:17:00;C;已出货未退款;已提现
DD20170816749300889102702083177;E43A6E078A04228;4.0;4.0;250ml燕塘甜牛奶;2017-01-09 18:36:00;C;已出货未退款;已提现
DD20170602184711436958DD2176B;E43A6E078A04228;3.5;3.5;东鹏特饮;2017-01-09 18:51:00;C;已出货未退款;已提现
DD201708167493874584508856547;E43A6E078A04228;2.5;2.5;30g元朗小蛋卷;2017-01-09 20:52:00;C;已出货未退款;已提现
DD201708167493874865465916178;E43A6E078A04228;1.5;1.5;劲仔小鱼（麻辣味）;2017-01-09 20:58:00;C;已出货未退款;已提现
DD2017060220392047F7F21C3A972;E43A6E078A04228;2.0;2.0;鸭翅;2017-01-09 20:59:00;C;已出货未退款;已提现
DD2017060220492185427E083267B;E43A6E078A04228;4.0;4.0;阿萨姆奶茶;2017-01-09 21:00:00;C;已出货未退款;已提现
DD201706022051233804C2E64E23E;E43A6E078A04228;4.5;4.5;银鹭八宝粥;2017-01-09 21:01:00;C;已出货未退款;已提现
DD2017081803421157DDEA4045FF9;E43A6E078A04228;4.0;4.0;东鹏特饮;2017-01-09 21:02:00;C;已出货未退款;已提现
DD20170816749387501057550373;E43A6E078A04228;4.5;4.5;泰奇八宝粥;2017-01-09 21:06:00;C;已出货未退款;已提现
DD201708167493345013311091832;E43A6E078A04228;3.0;3.0;250ml维他原味豆奶;2017-01-09 21:13:00;C;已出货未退款;已提现
DD2017060300231217057F39E201D;E43A6E078A04228;1.0;1.0;香豆干;2017-01-09 21:13:00;C;已出货未退款;已提现
DD20170603010527883C5F4591A7A;E43A6E078A04228;2.0;2.0;怡宝纯净水;2017-01-09 21:14:00;C;已出货未退款;已提现
DD20170603010725791C073FC98C0;E43A6E078A04228;3.0;3.0;雪碧（500ml）;2017-01-09 21:16:00;C;已出货未退款;已提现
DD20170818083904741E6C79507B7;E43A6E078A04228;4.5;4.5;脉动;2017-01-09 21:22:00;C;已出货未退款;已提现
DD201708167493875817037172891;E43A6E078A04228;5.0;5.0;500ml统一阿萨姆奶茶;2017-01-09 21:25:00;C;已出货未退款;已提现
DD201708167493876353091909391;E43A6E078A04228;4.5;4.5;68g好丽友巧克力派2枚;2017-01-09 21:38:00;C;已出货未退款;已提现
DD20170818105200997C9B28CFA91;E43A6E078A04228;4.5;4.5;脉动;2017-01-09 21:39:00;C;已出货未退款;已提现
DD201708167493877791711822414;E43A6E078A04228;3.0;3.0;85g新麦潮手撕面包（提子味）;2017-01-09 23:26:00;C;已出货未退款;已提现
DD2017060306230824DCF2147175B;E43A6E078A04228;6.0;6.0;红牛;2017-01-09 23:37:00;C;已出货未退款;已提现
DD201708167493877890520656448;E43A6E078A04228;4.5;4.5;维他柠檬茶;2017-01-09 23:43:00;C;已出货未退款;已提现
DD2017081812364457029208FF1F1;E43A6E078A04228;5.0;5.0;脉动;2017-01-09 23:56:00;C;已出货未退款;已提现
DD20170816749387819716031512;E43A6E078A04228;3.0;3.0;250ml维他原味豆奶;2017-01-09 23:57:00;C;已出货未退款;已提现
DD2017060309123955B79CD770EE6;E43A6E078A04228;1.0;1.0;好吃点小饼干;2017-01-10 00:16:00;C;已出货未退款;已提现
DD201708167493879489161817317;E43A6E078A04228;3.2;3.2;20g马来西亚风味咪咪蟹味粒0219;2017-01-10 00:25:00;C;已出货未退款;已提现
DD201708167493880384685259768;E43A6E078A04228;6.0;6.0;86g合味道浓猪骨味;2017-01-10 01:23:00;C;已出货未退款;已提现
DD201708167493880487527079887;E43A6E078A04228;4.5;4.5;250ml燕塘原味酸奶;2017-01-10 01:28:00;C;已出货未退款;已提现
DD201708167493881168732915938;E43A6E078A04228;1.6;1.6;20g咪咪虾条马来西亚风味;2017-01-10 05:40:00;C;已出货未退款;已提现
DD201708167493881649630665171;E43A6E078A04228;1.5;1.5;45g双汇泡面拍挡;2017-01-10 05:54:00;C;已出货未退款;已提现
DD20170818150149184AA3562F0AC;E43A6E078A04228;5.0;5.0;脉动;2017-01-10 07:46:00;C;已出货未退款;已提现
DD201708167493883452451377261;E43A6E078A04228;3.0;3.0;58g丽芝士纳宝帝奶酪威化饼干;2017-01-10 08:45:00;C;已出货未退款;已提现
DD20170816749388406481654661;E43A6E078A04228;2.4;2.4;咪咪虾条马来西亚风味;2017-01-10 09:14:00;C;已出货未退款;已提现
DD201708167493884256502204192;E43A6E078A04228;4.5;4.5;500ml加多宝;2017-01-10 09:16:00;C;已出货未退款;已提现
DD2017081815165915A60D3CA7C2F;E43A6E078A04228;5.0;5.0;脉动;2017-01-10 09:20:00;C;已出货未退款;已提现
DD201708167493885036770336597;E43A6E078A04228;6.0;6.0;85g新麦潮手撕面包（提子味）;2017-01-10 10:02:00;C;已出货未退款;已提现
DD201708167493885278476122124;E43A6E078A04228;6.5;6.5;83g汤达人酸辣豚骨拉面;2017-01-10 10:04:00;C;已出货未退款;已提现
DD201708167493885573002656806;E43A6E078A04228;4.5;4.5;65g卫龙亲嘴豆皮;2017-01-10 10:08:00;C;已出货未退款;已提现
DD201708167493885721927761776;E43A6E078A04228;3.6;3.6;32g卫龙亲嘴烧;2017-01-10 10:13:00;C;已出货未退款;已提现
DD201708167493886182068429302;E43A6E078A04228;3.5;3.5;70g乖媳妇野山泡椒凤爪;2017-01-10 10:42:00;C;已出货未退款;已提现
DD201708167493954798957155516;E43A6E078A04228;4.0;4.0;脉动;2017-01-10 10:45:00;C;已出货未退款;已提现
DD201708167493668946745345978;E43A6E078A04228;1.6;1.6;韩国海牌海苔;2017-01-10 11:21:00;C;已出货未退款;已提现
DD2017060312284022CF1DBA028FF;E43A6E078A04228;3.5;3.5;东鹏特饮;2017-01-10 11:51:00;C;已出货未退款;已提现
DD201706031255558697F25D10595;E43A6E078A04228;4.0;4.0;脉动;2017-01-10 12:02:00;C;已出货未退款;已提现
DD201708167493534209064203286;E43A6E078A04228;5.5;5.5;430g泰奇八宝粥;2017-01-10 12:10:00;C;已出货未退款;已提现
DD20170818161015796D8ED398F96;E43A6E078A04228;3.0;3.0;怡宝纯净水;2017-01-10 12:10:00;C;已出货未退款;已提现
DD20170818161546729E515FEA4FD;E43A6E078A04228;4.0;4.0;果粒橙;2017-01-10 12:12:00;C;已出货未退款;已提现
DD201708181618401516BCA31E42B;E43A6E078A04228;4.0;4.0;统一冰红茶;2017-01-10 12:13:00;C;已出货未退款;已提现
DD20170818161943106D694D5C7F0;E43A6E078A04228;4.0;4.0;果粒橙;2017-01-10 12:14:00;C;已出货未退款;已提现
DD201708181622234031EB4434272;E43A6E078A04228;4.0;4.0;王老吉（罐）;2017-01-10 13:01:00;C;已出货未退款;已提现
DD2017081816240138DA03479DC2C;E43A6E078A04228;4.0;4.0;果粒橙;2017-01-10 13:10:00;C;已出货未退款;已提现
DD201708181624302034A4BEF7B3F;E43A6E078A04228;4.0;4.0;果粒橙;2017-01-10 13:18:00;C;已出货未退款;已提现
DD20170818162638383E67555E86C;E43A6E078A04228;4.0;4.0;统一冰红茶;2017-01-10 13:29:00;C;已出货未退款;已提现
DD2017081816324796865BC112BE8;E43A6E078A04228;5.0;5.0;脉动;2017-01-10 13:36:00;C;已出货未退款;已提现
DD20170818163816850412D64F32B;E43A6E078A04228;3.0;3.0;怡宝纯净水;2017-01-10 14:05:00;C;已出货未退款;已提现
DD2017081817023511C60D54E061C;E43A6E078A04228;3.0;3.0;怡宝纯净水;2017-01-10 14:55:00;C;已出货未退款;已提现
DD201708167493534319871783933;E43A6E078A04228;2.5;2.5;85g新麦潮北海道吐司;2017-01-10 15:06:00;C;已出货未退款;已提现
DD2017081817041815CB134CC6D90;E43A6E078A04228;5.0;5.0;营养快线;2017-01-10 15:06:00;C;已出货未退款;已提现
DD201708167493889732831235863;E43A6E078A04228;4.0;4.0;盼盼手撕面包;2017-01-10 15:08:00;C;已出货未退款;已提现
DD201708167493730690734552231;E43A6E078A04228;3.5;3.5;250ML东鹏特饮;2017-01-10 15:09:00;C;已出货未退款;已提现
DD201708181706181488EF359FB5A;E43A6E078A04228;5.0;5.0;脉动;2017-01-10 15:09:00;C;已出货未退款;已提现
DD201708167493889805786660109;E43A6E078A04228;3.0;3.0;250ml维他柠檬茶;2017-01-10 15:10:00;C;已出货未退款;已提现
DD201708167493890450735241558;E43A6E078A04228;6.5;6.5;430g泰奇八宝粥;2017-01-10 15:25:00;C;已出货未退款;已提现
DD20170818172855368C04135A93C;E43A6E078A04228;2.0;2.0;鸭翅;2017-01-10 15:34:00;C;已出货未退款;已提现
DD201708167493534396581348391;E43A6E078A04228;4.5;4.5;80g香飘飘椰果奶茶麦香味;2017-01-10 16:01:00;C;已出货未退款;已提现
DD2017081817312558D0B01C472BC;E43A6E078A04228;4.0;4.0;统一冰红茶;2017-01-10 16:01:00;C;已出货未退款;已提现
DD201708167493891662408252371;E43A6E078A04228;4.5;4.5;40g乐事薯片黄瓜味;2017-01-10 16:15:00;C;已出货未退款;已提现
DD201708167493891786532029387;E43A6E078A04228;4.5;4.5;55g奥利奥原味夹心饼干;2017-01-10 16:20:00;C;已出货未退款;已提现
DD201708167493892713637476663;E43A6E078A04228;1.6;1.6;2g韩国海牌海苔;2017-01-10 16:27:00;C;已出货未退款;已提现
DD20170818173314114F3CB2D3258;E43A6E078A04228;3.5;3.5;芬达330ml;2017-01-10 16:28:00;C;已出货未退款;已提现
DD201708167493534483454735912;E43A6E078A04228;1.8;1.8;32g卫龙亲嘴烧;2017-01-10 16:29:00;C;已出货未退款;已提现
DD2017081817333440C913601E686;E43A6E078A04228;5.0;5.0;脉动;2017-01-10 16:29:00;C;已出货未退款;已提现
DD201708167493892840707211909;E43A6E078A04228;4.5;4.5;250ml燕塘红枣牛奶;2017-01-10 16:49:00;C;已出货未退款;已提现
DD201708167493893300610049904;E43A6E078A04228;4.5;4.5;250ml红牛;2017-01-10 17:10:00;C;已出货未退款;已提现
DD201708167493893370858987908;E43A6E078A04228;3.0;3.0;12g劲仔小鱼麻辣味;2017-01-10 17:11:00;C;已出货未退款;已提现
DD201708167493730643332837321;E43A6E078A04228;3.5;3.5;500ml加多宝;2017-01-10 17:30:00;C;已出货未退款;已提现
DD20170818173623748CCFC8E9F55;E43A6E078A04228;4.0;4.0;果粒橙;2017-01-10 17:30:00;C;已出货未退款;已提现
DD2017081817393078564F7D2C7E4;E43A6E078A04228;4.0;4.0;果粒橙;2017-01-10 17:31:00;C;已出货未退款;已提现
DD201708181742216584C8315F975;E43A6E078A04228;3.0;3.0;怡宝纯净水;2017-01-10 17:32:00;C;已出货未退款;已提现
DD2017081674937305965386448;E43A6E078A04228;3.5;3.5;维他原味豆奶;2017-01-10 17:33:00;C;已出货未退款;已提现
DD2017081817452515D79314E76D0;E43A6E078A04228;3.0;3.0;怡宝纯净水;2017-01-10 17:33:00;C;已出货未退款;已提现
DD2017081817461969282EE32547A;E43A6E078A04228;5.0;5.0;阿萨姆奶茶;2017-01-10 17:34:00;C;已出货未退款;已提现
DD20170818174852240803158615C;E43A6E078A04228;5.0;5.0;王老吉（500ml）;2017-01-10 17:35:00;C;已出货未退款;已提现
DD201708181751201069E5EC43F34;E43A6E078A04228;3.0;3.0;怡宝纯净水;2017-01-10 17:36:00;C;已出货未退款;已提现
DD201708181756347894B99503BE6;E43A6E078A04228;3.5;3.5;芬达330ml;2017-01-10 17:37:00;C;已出货未退款;已提现
DD201708167493730555870183438;E43A6E078A04228;3.5;3.5;维他原味豆奶;2017-01-10 17:37:00;C;已出货未退款;已提现
DD2017081817574468A4D6AE259CF;E43A6E078A04228;5.0;5.0;脉动;2017-01-10 17:39:00;C;已出货未退款;已提现
DD2017081818031126DD426DC286C;E43A6E078A04228;3.5;3.5;统一绿茶;2017-01-10 17:42:00;C;已出货未退款;已提现
DD201708167493730527625256883;E43A6E078A04228;3.5;3.5;维他原味豆奶;2017-01-10 17:42:00;C;已出货未退款;已提现
DD201708167493730315548807804;E43A6E078A04228;3.5;3.5;250ml燕塘甜牛奶;2017-01-10 17:44:00;C;已出货未退款;已提现
DD20170818180407719BA587E8CFD;E43A6E078A04228;3.0;3.0;怡宝纯净水;2017-01-10 17:44:00;C;已出货未退款;已提现
DD201708167493729950790319268;E43A6E078A04228;3.5;3.5;维他柠檬茶;2017-01-10 17:47:00;C;已出货未退款;已提现
DD20170818181059626187F4044B6;E43A6E078A04228;3.0;3.0;怡宝纯净水;2017-01-10 17:47:00;C;已出货未退款;已提现
DD201708167493729931050016799;E43A6E078A04228;3.5;3.5;85g新麦潮手撕面包（提子味）;2017-01-10 17:48:00;C;已出货未退款;已提现
