订单号;设备ID;应付金额;实际金额;商品;支付时间;地点;状态;提现
DD20170817023256100132ADE8ABA;E43A6E078A06874;3.0;3.0;统一冰红茶;2017-01-08 21:16:00;E;已出货未退款;已提现
DD20170817030257688FEFADA5FD3;E43A6E078A06874;3.0;3.0;统一冰红茶;2017-01-08 21:17:00;E;已出货未退款;已提现
DD201706020417145350D5447467F;E43A6E078A06874;3.0;3.0;雪碧最新款;2017-01-08 21:25:00;E;已出货未退款;已提现
DD2017081708092259D04FFCAECC5;E43A6E078A06874;3.0;3.0;熊字饼;2017-01-08 21:27:00;E;已出货未退款;已提现
DD201708167493324092467752323;E43A6E078A06874;4.5;4.5;250ml红牛;2017-01-08 21:45:00;E;已出货未退款;已提现
DD2017081708120677D99AEED00BE;E43A6E078A06874;3.0;3.0;熊字饼;2017-01-08 21:46:00;E;已出货未退款;已提现
DD201708167493322768978941707;E43A6E078A06874;3.5;3.5;250ML东鹏特饮;2017-01-08 21:54:00;E;已出货未退款;已提现
DD2017060207511066B5A2D440189;E43A6E078A06874;3.5;3.5;雪碧最新款;2017-01-08 21:56:00;E;已出货未退款;已提现
DD2017060207531130F165A6352AB;E43A6E078A06874;4.0;4.0;冰糖雪梨;2017-01-08 21:57:00;E;已出货未退款;已提现
DD201708167493318901057456982;E43A6E078A06874;4.5;4.5;250ml燕塘红枣牛奶;2017-01-08 22:48:00;E;已出货未退款;已提现
DD201708167493318504723324602;E43A6E078A06874;0.8;0.8;20g咪咪虾条马来西亚风味;2017-01-08 22:50:00;E;已出货未退款;已提现
DD201708167493318158883886432;E43A6E078A06874;3.5;3.5;250ml燕塘原味酸奶;2017-01-08 22:54:00;E;已出货未退款;已提现
DD201708167493316972850743194;E43A6E078A06874;2.0;2.0;145ml旺仔牛奶盒装;2017-01-08 23:13:00;E;已出货未退款;已提现
DD2017060208293796BA4B4BDCBB5;E43A6E078A06874;4.5;4.5;芙蓉王;2017-01-08 23:26:00;E;已出货未退款;已提现
DD201708167493316768763448677;E43A6E078A06874;2.5;2.5;250ml维他原味豆奶;2017-01-08 23:32:00;E;已出货未退款;已提现
DD201708167493315832217512483;E43A6E078A06874;4.5;4.5;250ml燕塘原味酸奶;2017-01-08 23:33:00;E;已出货未退款;已提现
DD201708167493314043410789646;E43A6E078A06874;3.5;3.5;250ml燕塘原味酸奶;2017-01-09 00:04:00;E;已出货未退款;已提现
DD2017060208494752D401E8BBA62;E43A6E078A06874;3.0;3.0;熊字饼;2017-01-09 00:05:00;E;已出货未退款;已提现
DD201708167493311595337758128;E43A6E078A06874;3.5;3.5;250ml燕塘红枣牛奶;2017-01-09 00:17:00;E;已出货未退款;已提现
DD2017060209294185A3ADFF1371E;E43A6E078A06874;4.0;4.0;阿萨姆奶茶;2017-01-09 02:43:00;E;已出货未退款;已提现
DD201708167493307433389496419;E43A6E078A06874;3.5;3.5;250ml燕塘红枣牛奶;2017-01-09 03:09:00;E;已出货未退款;已提现
DD2017060210403390998EAEB1CF3;E43A6E078A06874;3.0;3.0;可口可乐最新款;2017-01-09 03:10:00;E;已出货未退款;已提现
DD201708167493733675974827287;E43A6E078A06874;3.5;3.5;维他奶（巧克力味）;2017-01-09 03:10:00;E;已出货未退款;已提现
DD20170816749330718804094496;E43A6E078A06874;5.5;5.5;268ml雀巢咖啡丝滑拿铁;2017-01-09 03:24:00;E;已出货未退款;已提现
DD201708167493305124450855178;E43A6E078A06874;5.0;5.0;250ml维他原味豆奶;2017-01-09 05:16:00;E;已出货未退款;已提现
DD201708167493304170611745638;E43A6E078A06874;2.0;2.0;145ml旺仔牛奶盒装;2017-01-09 07:20:00;E;已出货未退款;已提现
DD201708167493303992205263012;E43A6E078A06874;4.5;4.5;250ml红牛;2017-01-09 07:21:00;E;已出货未退款;已提现
DD201708167493303684065093368;E43A6E078A06874;6.0;6.0;250ml维他柠檬茶;2017-01-09 07:35:00;E;已出货未退款;已提现
DD201708167493302465429002887;E43A6E078A06874;3.5;3.5;250ml维他柠檬茶;2017-01-09 07:40:00;E;已出货未退款;已提现
DD201708167493302194382616513;E43A6E078A06874;4.5;4.5;250ml燕塘甜牛奶;2017-01-09 07:48:00;E;已出货未退款;已提现
DD201708167493301181780969206;E43A6E078A06874;4.5;4.5;250ml燕塘甜牛奶;2017-01-09 07:57:00;E;已出货未退款;已提现
DD201708167493297365288844569;E43A6E078A06874;3.0;3.0;150g健能酸奶原味;2017-01-09 08:19:00;E;已出货未退款;已提现
DD20170816749329619513858583;E43A6E078A06874;3.5;3.5;250ml燕塘原味酸奶;2017-01-09 08:41:00;E;已出货未退款;已提现
DD201708167493295897792908205;E43A6E078A06874;6.0;6.0;250ml维他柠檬茶;2017-01-09 08:56:00;E;已出货未退款;已提现
DD201708167493295573408137286;E43A6E078A06874;3.0;3.0;250ml维他柠檬茶;2017-01-09 09:18:00;E;已出货未退款;已提现
DD201708167493294604928285516;E43A6E078A06874;5.0;5.0;220g宝丰龙龟苓膏;2017-01-09 09:27:00;E;已出货未退款;已提现
DD2017060210495491511A5710D9D;E43A6E078A06874;3.5;3.5;统一冰红茶;2017-01-09 09:36:00;E;已出货未退款;已提现
DD201708167493290121873990426;E43A6E078A06874;4.0;4.0;250ml燕塘甜牛奶;2017-01-09 09:47:00;E;已出货未退款;已提现
DD201708167493288247002162964;E43A6E078A06874;3.0;3.0;250ml维他原味豆奶;2017-01-09 10:10:00;E;已出货未退款;已提现
DD201708167493288184141311319;E43A6E078A06874;3.5;3.5;250ml燕塘原味酸奶;2017-01-09 10:16:00;E;已出货未退款;已提现
DD201708167493288151379132576;E43A6E078A06874;5.0;5.0;268ml雀巢咖啡丝滑拿铁;2017-01-09 10:19:00;E;已出货未退款;已提现
DD20170602115526266C1DE5CA4D4;E43A6E078A06874;3.0;3.0;冰糖雪梨;2017-01-09 10:29:00;E;已出货未退款;已提现
DD201708167493287538908376973;E43A6E078A06874;4.0;4.0;145ml旺仔牛奶盒装;2017-01-09 11:16:00;E;已出货未退款;已提现
DD201708167493286326692486472;E43A6E078A06874;4.5;4.5;250ml燕塘甜牛奶;2017-01-09 11:24:00;E;已出货未退款;已提现
DD201708167493286132507346871;E43A6E078A06874;6.0;6.0;268ml雀巢咖啡丝滑拿铁;2017-01-09 11:25:00;E;已出货未退款;已提现
DD20170602121235245AFE05F4143;E43A6E078A06874;3.0;3.0;统一冰红茶;2017-01-09 12:00:00;E;已出货未退款;已提现
DD2017060212182239E586F6C3A9D;E43A6E078A06874;3.5;3.5;东鹏特饮;2017-01-09 12:02:00;E;已出货未退款;已提现
DD2017060212193690E95AA79DB32;E43A6E078A06874;3.0;3.0;维他奶;2017-01-09 12:03:00;E;已出货未退款;已提现
DD20170602122238714C8A851B1ED;E43A6E078A06874;3.0;3.0;熊字饼;2017-01-09 12:09:00;E;已出货未退款;已提现
DD20170602122802578132F333F4B;E43A6E078A06874;2.0;2.0;鸭翅;2017-01-09 12:11:00;E;已出货未退款;已提现
DD20170602124021290A739AE0158;E43A6E078A06874;2.0;2.0;香脆肠;2017-01-09 12:15:00;E;已出货未退款;已提现
DD20170816749328272952169551;E43A6E078A06874;6.5;6.5;250ml红牛;2017-01-09 12:30:00;E;已出货未退款;已提现
DD201708167493279566361172395;E43A6E078A06874;3.5;3.5;250ml维他原味豆奶;2017-01-09 13:13:00;E;已出货未退款;已提现
DD201708167493954653497066303;E43A6E078A06874;3.0;3.0;统一绿茶;2017-01-09 13:22:00;E;已出货未退款;已提现
DD201708167493278878521183698;E43A6E078A06874;6.5;6.5;148g富甲一方紫薯仔;2017-01-09 13:29:00;E;已出货未退款;已提现
DD201708167493278538375194972;E43A6E078A06874;4.5;4.5;250ml燕塘甜牛奶;2017-01-09 13:34:00;E;已出货未退款;已提现
DD201708167493954731913971661;E43A6E078A06874;4.0;4.0;营养快线;2017-01-09 13:36:00;E;已出货未退款;已提现
DD201708167493278340955314292;E43A6E078A06874;2.5;2.5;250ml维他原味豆奶;2017-01-09 13:44:00;E;已出货未退款;已提现
DD201708167493276805059500327;E43A6E078A06874;4.5;4.5;250ml维他柠檬茶;2017-01-09 14:05:00;E;已出货未退款;已提现
DD2017060214534438900C3D38E7E;E43A6E078A06874;2.0;2.0;怡宝纯净水;2017-01-09 14:14:00;E;已出货未退款;已提现
DD2017081719475060AC15AADD7D9;E43A6E078A06874;3.5;3.5;王老吉（罐）;2017-01-09 14:55:00;E;已出货未退款;已提现
DD201708167493273684617989667;E43A6E078A06874;4.5;4.5;180ml雀巢咖啡罐装;2017-01-09 15:14:00;E;已出货未退款;已提现
DD201708167493273529805377067;E43A6E078A06874;2.0;2.0;145ml旺仔牛奶盒装;2017-01-09 15:16:00;E;已出货未退款;已提现
DD201708167493269825279891308;E43A6E078A06874;2.5;2.5;250ml维他柠檬茶;2017-01-09 15:47:00;E;已出货未退款;已提现
DD201708167493269745975708416;E43A6E078A06874;1.6;1.6;20g咪咪虾条马来西亚风味;2017-01-09 16:13:00;E;已出货未退款;已提现
DD201708167493269338116644353;E43A6E078A06874;4.5;4.5;250ml燕塘甜牛奶;2017-01-09 16:18:00;E;已出货未退款;已提现
DD201708167493269332572342293;E43A6E078A06874;3.0;3.0;250ml维他奶巧克力味;2017-01-09 16:27:00;E;已出货未退款;已提现
DD201708167493268959249361297;E43A6E078A06874;3.0;3.0;250ml维他原味豆奶;2017-01-09 16:37:00;E;已出货未退款;已提现
DD2017081720102690A336E7BB815;E43A6E078A06874;3.0;3.0;可口可乐330ml;2017-01-09 16:52:00;E;已出货未退款;已提现
DD201708167493266863077488207;E43A6E078A06874;4.5;4.5;160g盼盼手撕面包;2017-01-09 17:15:00;E;已出货未退款;已提现
DD2017081720205728ABF4455F34E;E43A6E078A06874;4.0;4.0;阿萨姆奶茶;2017-01-09 17:16:00;E;已出货未退款;已提现
DD20170816749326566056739944;E43A6E078A06874;3.0;3.0;250ml维他柠檬茶;2017-01-09 17:25:00;E;已出货未退款;已提现
DD201708167493265510474761074;E43A6E078A06874;4.5;4.5;148g富甲一方紫薯仔;2017-01-09 17:28:00;E;已出货未退款;已提现
DD20170816749326522114632408;E43A6E078A06874;4.5;4.5;250ml红牛;2017-01-09 17:31:00;E;已出货未退款;已提现
DD201708167493264691025773056;E43A6E078A06874;4.5;4.5;205g伊利安慕希原味;2017-01-09 17:32:00;E;已出货未退款;已提现
DD201708167493263312288610322;E43A6E078A06874;3.5;3.5;250ml燕塘原味酸奶;2017-01-09 17:37:00;E;已出货未退款;已提现
DD201708172053345120230D76FD3;E43A6E078A06874;4.0;4.0;营养快线;2017-01-09 17:41:00;E;已出货未退款;已提现
DD201708167493260281171996323;E43A6E078A06874;1.6;1.6;20g咪咪虾条马来西亚风味;2017-01-09 18:15:00;E;已出货未退款;已提现
DD201708167493260106572815527;E43A6E078A06874;3.5;3.5;250ml维他奶巧克力味;2017-01-09 18:25:00;E;已出货未退款;已提现
DD201708167493259856426465689;E43A6E078A06874;6.5;6.5;250ml红牛;2017-01-09 18:28:00;E;已出货未退款;已提现
DD2017060218221717A13F3DA5B9B;E43A6E078A06874;2.0;2.0;怡宝纯净水;2017-01-09 18:39:00;E;已出货未退款;已提现
DD201708167493259543970772049;E43A6E078A06874;2.0;2.0;145ml旺仔牛奶盒装;2017-01-09 18:59:00;E;已出货未退款;已提现
DD201708167493258322116878063;E43A6E078A06874;4.5;4.5;250ml燕塘甜牛奶;2017-01-09 19:03:00;E;已出货未退款;已提现
DD2017060220092210093DEFCEF4B;E43A6E078A06874;3.0;3.0;雪碧（500ml）;2017-01-09 20:51:00;E;已出货未退款;已提现
DD20170602202828683BE77DE253E;E43A6E078A06874;4.5;4.5;口味王槟榔（绿）;2017-01-09 20:57:00;E;已出货未退款;已提现
DD2017081803212777B0A33F3BC5D;E43A6E078A06874;3.5;3.5;东鹏特饮;2017-01-09 21:01:00;E;已出货未退款;已提现
DD2017060220544872ECF0FAB3379;E43A6E078A06874;2.0;2.0;凤爪;2017-01-09 21:02:00;E;已出货未退款;已提现
DD20170602211540135047A949B71;E43A6E078A06874;3.5;3.5;雪碧最新款;2017-01-09 21:03:00;E;已出货未退款;已提现
DD2017060221440769C9E3FD626B1;E43A6E078A06874;4.0;4.0;营养快线;2017-01-09 21:04:00;E;已出货未退款;已提现
DD201706022222243953B4C0F851C;E43A6E078A06874;1.0;1.0;咪咪;2017-01-09 21:08:00;E;已出货未退款;已提现
DD2017060223312450D0B7D17A546;E43A6E078A06874;3.0;3.0;统一冰红茶;2017-01-09 21:10:00;E;已出货未退款;已提现
DD201708167493732366691506979;E43A6E078A06874;3.5;3.5;可乐可乐;2017-01-09 21:12:00;E;已出货未退款;已提现
DD2017060223485532FBD4B62D557;E43A6E078A06874;3.0;3.0;熊字饼;2017-01-09 21:12:00;E;已出货未退款;已提现
DD201708167493250502096748623;E43A6E078A06874;3.0;3.0;250ml维他奶低糖原味;2017-01-09 21:17:00;E;已出货未退款;已提现
DD201706030207528812323601984;E43A6E078A06874;2.0;2.0;怡宝纯净水;2017-01-09 21:18:00;E;已出货未退款;已提现
DD201708167493532879895461168;E43A6E078A06874;4.5;4.5;100g*5瓶益力多;2017-01-09 21:22:00;E;已出货未退款;已提现
DD2017060302324697DED76FF3F6C;E43A6E078A06874;4.0;4.0;阿萨姆奶茶;2017-01-09 21:22:00;E;已出货未退款;已提现
DD201708167493247699653102465;E43A6E078A06874;4.5;4.5;250ml燕塘原味酸奶;2017-01-09 21:54:00;E;已出货未退款;已提现
DD201708167493247380108127654;E43A6E078A06874;4.5;4.5;250ml燕塘甜牛奶;2017-01-09 21:56:00;E;已出货未退款;已提现
DD201708181158237245FD1A0DF15;E43A6E078A06874;3.0;3.0;统一冰红茶;2017-01-09 21:59:00;E;已出货未退款;已提现
DD201708167493246693871967933;E43A6E078A06874;0.8;0.8;20g咪咪虾条马来西亚风味;2017-01-09 22:07:00;E;已出货未退款;已提现
DD201708167493246502566770992;E43A6E078A06874;6.0;6.0;160g盼盼手撕面包;2017-01-09 22:11:00;E;已出货未退款;已提现
DD201708167493245482825863618;E43A6E078A06874;1.6;1.6;2g韩国海牌海苔;2017-01-09 22:16:00;E;已出货未退款;已提现
DD201708167493245287695171669;E43A6E078A06874;6.0;6.0;268ml雀巢咖啡丝滑拿铁;2017-01-09 22:20:00;E;已出货未退款;已提现
DD201708167493245215442475328;E43A6E078A06874;4.5;4.5;225g味之不规则饼干芝士味;2017-01-09 22:34:00;E;已出货未退款;已提现
DD201708167493533014242912182;E43A6E078A06874;4.5;4.5;70g乖媳妇野山泡椒凤爪;2017-01-09 22:42:00;E;已出货未退款;已提现
DD201708181158521332F19C8B34A;E43A6E078A06874;3.0;3.0;统一冰红茶;2017-01-09 22:42:00;E;已出货未退款;已提现
DD201708167493244043080137912;E43A6E078A06874;4.5;4.5;250ml维他原味豆奶;2017-01-09 22:46:00;E;已出货未退款;已提现
DD201708167493243682759285401;E43A6E078A06874;3.5;3.5;250ml燕塘原味酸奶;2017-01-09 23:11:00;E;已出货未退款;已提现
DD201708167493732058867149341;E43A6E078A06874;3.5;3.5;250ml燕塘甜牛奶;2017-01-09 23:12:00;E;已出货未退款;已提现
DD20170818120144389F84760E054;E43A6E078A06874;2.0;2.0;怡宝纯净水;2017-01-09 23:12:00;E;已出货未退款;已提现
DD20170603072935673B76FE7150A;E43A6E078A06874;4.0;4.0;阿萨姆奶茶;2017-01-09 23:53:00;E;已出货未退款;已提现
DD201708167493533206508308244;E43A6E078A06874;3.5;3.5;85g新麦潮手撕面包（提子味）;2017-01-09 23:55:00;E;已出货未退款;已提现
DD2017060307442710D9DDD580987;E43A6E078A06874;4.5;4.5;脉动;2017-01-09 23:55:00;E;已出货未退款;已提现
DD2017060307542619DD7D83FF0D2;E43A6E078A06874;2.0;2.0;怡宝纯净水;2017-01-09 23:56:00;E;已出货未退款;已提现
DD201708167493240227909483117;E43A6E078A06874;3.5;3.5;250ml燕塘甜牛奶;2017-01-09 23:58:00;E;已出货未退款;已提现
DD201708167493239578224160306;E43A6E078A06874;6.5;6.5;148g富甲一方紫薯仔;2017-01-10 00:06:00;E;已出货未退款;已提现
DD20170818131243832ABE2B6F093;E43A6E078A06874;3.5;3.5;东鹏特饮;2017-01-10 00:16:00;E;已出货未退款;已提现
DD201708167493237409243511138;E43A6E078A06874;2.5;2.5;145ml旺仔牛奶盒装;2017-01-10 00:17:00;E;已出货未退款;已提现
DD201708167493237272420499041;E43A6E078A06874;6.5;6.5;250ml红牛;2017-01-10 00:21:00;E;已出货未退款;已提现
DD201708167493236027678016263;E43A6E078A06874;6.0;6.0;268ml雀巢咖啡丝滑拿铁;2017-01-10 00:26:00;E;已出货未退款;已提现
DD2017081813272716420A0B942E4;E43A6E078A06874;4.0;4.0;银鹭八宝粥;2017-01-10 00:37:00;E;已出货未退款;已提现
DD2017060208425666A6E8018B2FE;E43A6E078A06874;3.5;3.5;冰糖雪梨;2017-01-10 01:05:00;E;已出货未退款;已提现
DD20170816749323121500186043;E43A6E078A06874;3.5;3.5;250ml燕塘红枣牛奶;2017-01-10 01:42:00;E;已出货未退款;已提现
DD201708167493228217559614007;E43A6E078A06874;4.5;4.5;250ml燕塘红枣牛奶;2017-01-10 05:53:00;E;已出货未退款;已提现
DD201708167493228184372269748;E43A6E078A06874;4.5;4.5;225g味之不规则饼干芝士味;2017-01-10 05:58:00;E;已出货未退款;已提现
DD201708167493227917287237326;E43A6E078A06874;3.5;3.5;250ml燕塘原味酸奶;2017-01-10 06:08:00;E;已出货未退款;已提现
